player_name,player_id,season,poss,mp,raptor_box_offense,raptor_box_defense,raptor_box_total,raptor_onoff_offense,raptor_onoff_defense,raptor_onoff_total,raptor_offense,raptor_defense,raptor_total,war_total,war_reg_season,war_playoffs,predator_offense,predator_defense,predator_total,pace_impact
Max Strus,strusma01,2020,15,6,10.23479962,-1.049406484,9.185393132,50.35836798,23.71681989,74.07518787,19.33922689,4.065223903,23.4044508,0.081841379,0.081841379,0,15.23624625,-0.781638349,14.4546079,2.265606551
Brian Bowen II,bowenbr02,2020,30,14,-2.055225783,7.618966774,5.563740991,4.136017626,13.31380782,17.44982544,-0.923868552,9.240794372,8.31692582,0.078298351,0.078298351,0,3.141486214,4.674957195,7.816443409,-0.968925358
Frank Kaminsky,kaminfr01,2020,1561,718,-1.314750255,-1.042118683,-2.356868938,-2.384572538,-0.1690392,-2.553611738,-1.623847549,-0.916614786,-2.540462335,0.076881427,0.076881427,0,-2.262427044,-0.338132454,-2.600559498,0.163319499
Melvin Frazier Jr.,frazime01,2020,107,48,0.59304904,-0.357373604,0.235675437,-9.878268486,10.45838258,0.580114096,-1.513535147,1.86526028,0.351725133,0.076868082,0.076868082,0,-2.932229604,0.350486094,-2.58174351,1.220055128
JaKarr Sampson,sampsja02,2020,573,275,-3.52607913,1.263312036,-2.262767094,0.203159467,-1.516793774,-1.313634307,-2.949374918,0.72619094,-2.223183977,0.073572978,0.073572978,0,-3.555611326,0.408213493,-3.147397833,-0.472134148
Matt Mooney,moonema01,2020,11,5,11.69518483,11.95118676,23.64637159,1.906401284,18.62492725,20.53132853,10.46878443,14.18137445,24.65015889,0.06961035,0.06961035,0,3.930128575,7.410228647,11.34035722,-0.419710775
Stanley Johnson,johnsst04,2020,204,95,-4.100493667,4.517077575,0.416583908,-10.48863884,3.307415316,-7.181223525,-5.73925264,4.429241936,-1.310010704,0.069503564,0.069503564,0,-5.45144885,1.91068069,-3.54076816,-0.425917759
Vlatko Cancar,cancavl01,2020,83,38,-2.650204392,2.530248019,-0.119956373,3.467809037,0.829208178,4.297017215,-1.550921855,2.310207241,0.759285386,0.069048628,0.069048628,0,-1.961623118,0.430902552,-1.530720566,1.518041282
Maurice Harkless,harklma01,2020,2622,1211,-2.790975751,-0.018019079,-2.80899483,-1.165268467,0.211952335,-0.953316132,-2.650002873,-0.013404112,-2.663406985,0.062508122,0.062508122,0,-3.200228655,0.271860059,-2.928368596,-0.10888372
Thanasis Antetokounmpo,antetth01,2020,140,61,0.400331579,-0.88582671,-0.485495131,-0.253413828,-0.697834431,-0.951248259,0.174624109,-1.045421247,-0.870797138,0.059159399,0.059159399,0,-0.403470478,-0.969908659,-1.373379137,1.176962723
Marques Bolden,boldema01,2020,7,3,-2.725072838,36.34537699,33.62030415,-23.56674304,45.75395241,22.18720937,-7.12774678,41.07174109,33.94399431,0.057909506,0.057909506,0,-6.318730439,33.32230059,27.00357015,3.172126389
Nigel Williams-Goss,willini01,2020,62,28,-3.123233244,1.392699894,-1.73053335,-4.915280045,17.78223039,12.86695035,-3.685419722,4.892484187,1.207064464,0.05736813,0.05736813,0,-2.40817885,1.569381305,-0.838797545,1.514886332
Dean Wade,wadede01,2020,121,54,-4.189233282,2.40934872,-1.779884562,0.933313613,0.190965502,1.124279114,-3.262074634,2.280226046,-0.981848588,0.049345382,0.049345382,0,-2.842545786,-0.62167354,-3.464219326,1.322791505
Louis King,kinglo02,2020,125,62,-2.96228405,-0.814343565,-3.776627615,0.896759677,7.984494952,8.881254629,-2.309270765,1.006415164,-1.302855601,0.045494038,0.045494038,0,-2.782339572,-1.046020233,-3.828359805,-0.630072201
Talen Horton-Tucker,hortota01,2020,9,5,-2.802185633,28.40404537,25.60185974,-31.72802052,-1.247316437,-32.97533696,-9.005264066,23.81051826,14.8052542,0.043721847,0.043721847,0,-3.748945974,22.64766824,18.89872227,-2.419294794
JaMychal Green,greenja01,2020,2180,994,-1.794533049,-1.476347551,-3.2708806,-0.610750539,1.538024405,0.927273867,-1.689165559,-0.984209689,-2.673375248,0.038917155,0.038917155,0,-1.502779327,-0.648433064,-2.151212391,0.151723596
Oshae Brissett,brissos01,2020,283,135,-3.552557899,-0.246649937,-3.799207836,1.058396618,4.588718062,5.64711468,-2.861071557,0.659406502,-2.201665055,0.037799507,0.037799507,0,-2.552116489,-0.456943928,-3.009060417,0.086041939
Javonte Green,greenja02,2020,812,375,-1.803370485,-0.596168071,-2.399538557,-1.185163188,-0.759945357,-1.945108545,-1.849317222,-0.719416593,-2.568733815,0.034861609,0.034861609,0,-1.806867688,-0.753298248,-2.560165936,0.532215859
DaQuan Jeffries,jeffrda01,2020,47,19,-2.557054354,1.88260938,-0.674444973,-8.643163917,13.09192789,4.448763971,-3.93104777,4.38299693,0.45194916,0.031440456,0.031440456,0,-2.490897235,1.792432639,-0.698464596,1.319814186
Jarrell Brantley,brantja01,2020,25,11,-4.870527281,4.172069227,-0.698458054,-7.012289081,20.07574479,13.0634557,-5.45940296,7.76562013,2.30621717,0.028808103,0.028808103,0,-4.512828333,4.884401389,0.371573056,1.552266853
Justin Wright-Foreman,wrighju02,2020,4,2,-7.030119114,32.78400017,25.75388106,-50.18826954,65.41723497,15.22896542,-16.32284511,41.62383375,25.30098864,0.027957114,0.027957114,0,-17.84315139,27.19974288,9.356591486,-2.375054833
Coby White,whiteco01,2020,3134,1468,-1.156399475,-1.732552422,-2.888951897,-1.593998706,0.002623691,-1.591375015,-1.254211103,-1.458952904,-2.713164006,0.027623788,0.027623788,0,-1.691117709,-1.470989787,-3.162107496,0.127997397
Jake Layman,laymaja01,2020,876,382,-3.083753484,-1.170586508,-4.254339992,-1.55140898,6.260890378,4.709481399,-2.937642883,0.321132414,-2.616510468,0.026245288,0.026245288,0,-3.686308716,0.243651086,-3.442657631,0.89697397
Jeremiah Martin,martije02,2020,23,11,-9.397433037,10.72537114,1.327938102,9.955402202,-4.497598176,5.457804026,-6.040293426,8.071159117,2.030865691,0.025912068,0.025912068,0,-3.932427401,5.254118956,1.321691555,-3.495981593
Bismack Biyombo,biyombi01,2020,1820,903,-2.818205782,-0.614789154,-3.432994936,-0.752541357,1.21119861,0.458657254,-2.509933714,-0.201391974,-2.711325688,0.017686863,0.017686863,0,-2.677480131,-1.660483186,-4.337963318,-0.74921873
Dion Waiters,waitedi01,2020,89,42,1.074999008,-5.997179232,-4.922180224,3.785877218,6.243224076,10.02910129,1.685216133,-3.749454911,-2.064238778,0.01455165,0.01455165,0,4.176298099,-6.430571461,-2.254273362,-0.993958899
Amir Coffey,coffeam01,2020,163,75,-2.660610355,-1.185685973,-3.846296328,3.58459816,1.02347994,4.608078099,-1.559864912,-0.849378719,-2.409243631,0.012953243,0.012953243,0,-3.05359958,-2.284965105,-5.338564684,-0.671551622
Theo Pinson,pinsoth01,2020,740,346,-5.275382991,1.91037907,-3.365003921,-3.594242103,4.439433563,0.84519146,-5.217832073,2.534632433,-2.68319964,0.011795148,0.011795148,0,-3.310817553,0.982004595,-2.328812958,0.025389732
Joe Chealey,chealjo01,2020,40,19,-5.83828472,8.79237127,2.95408655,-30.01398074,9.283936262,-20.73004448,-11.16315501,9.60813,-1.555025014,0.011421521,0.011421521,0,-7.287913176,7.652531204,0.364618027,-1.430150461
J.P. Macura,macurjp01,2020,2,1,-3.098679948,3.047128814,-0.051551134,29.90779981,65.77758624,95.68538606,3.567461334,16.11115499,19.67861632,0.010963746,0.010963746,0,-0.265523665,5.524998325,5.25947466,-4.275024824
Dzanan Musa,musadz01,2020,882,404,-3.788493702,1.770371036,-2.018122666,-5.438608333,0.653745539,-4.784862795,-4.345905782,1.627769908,-2.718135874,0.006653093,0.006653093,0,-3.632271368,-0.446005615,-4.078276984,1.324431894
Miye Oni,onimi01,2020,18,8,-8.820477448,13.56916281,4.748685363,-21.50363384,-4.807461854,-26.31109569,-11.94768776,10.54391996,-1.403767806,0.005613617,0.005613617,0,-10.05202532,3.938030515,-6.113994804,2.207193325
Donta Hall,halldo01,2020,32,15,1.905777004,-2.480164946,-0.574387942,-5.91298183,-2.50163826,-8.41462009,0.441735572,-2.593456541,-2.151720969,0.004612635,0.004612635,0,1.122410442,-5.291886474,-4.169476032,0.757983105
Dewan Hernandez,hernade01,2020,25,11,-2.008585492,-1.877695244,-3.886280737,9.844962573,-1.766747867,8.078214706,0.218217388,-2.254682056,-2.036464668,0.004112916,0.004112916,0,-1.319925685,1.956368701,0.636443016,2.762966074
Paul Watson,watsopa01,2020,57,25,-6.892290291,1.118086348,-5.774203944,0.146167194,11.13492296,11.28109015,-5.837681138,3.319475135,-2.518206003,0.000938614,0.000938614,0,-2.654056741,-0.481920704,-3.135977445,0.072344964
Malik Newman,newmama01,2020,8,4,,,,,,,0,0,0,0,0,0,0,0,0,
Jalen McDaniels,mcdanja01,2020,254,123,-1.799962712,-0.621533739,-2.42149645,-5.467617008,1.165392579,-4.302224428,-2.633421839,-0.198055802,-2.83147764,-0.005104688,-0.005104688,0,-2.528939646,-1.113036025,-3.641975671,-0.16784025
Edmond Sumner,sumneed01,2020,565,268,-2.41430442,-0.155735637,-2.570040057,0.344839217,-3.257669474,-2.912830257,-1.975330953,-0.817727675,-2.793058628,-0.005887466,-0.005887466,0,-3.089690948,-0.875272031,-3.964962979,-0.001658664
Ish Smith,smithis01,2020,3217,1483,-0.123664806,-3.250589127,-3.374253933,0.434229318,-0.139444592,0.294784726,-0.028779997,-2.729156341,-2.757936338,-0.005935309,-0.005935309,0,0.096876299,-2.957623602,-2.860747303,-1.181802787
Marial Shayok,shayoma01,2020,24,10,-1.598934679,0.855804543,-0.743130137,4.074204289,-20.62516992,-16.55096563,-0.508252777,-3.65793731,-4.166190087,-0.007253023,-0.007253023,0,1.023689981,-2.672397031,-1.64870705,0.39014211
Alize Johnson,johnsal02,2020,110,50,0.985949715,-5.078381872,-4.092432157,6.68876429,-5.475960392,1.212803899,2.253701772,-5.470207385,-3.216505613,-0.011753049,-0.011753049,0,1.454992082,-6.572928423,-5.117936341,-1.265016457
Daryl Macon,maconda01,2020,29,14,-8.993701452,2.528708294,-6.464993158,-17.37785082,22.56530353,5.187452704,-11.36257749,6.861213103,-4.501364387,-0.01242912,-0.01242912,0,-13.73111754,0.798312729,-12.93280481,-0.656952326
Justin Robinson,robinju01,2020,101,49,-4.656579939,-3.065176011,-7.721755951,3.762540566,11.39997376,15.16251433,-3.159383501,-0.109878919,-3.26926242,-0.012868271,-0.012868271,0,-2.773091681,-5.188112369,-7.96120405,-0.889836511
Juan Toscano-Anderson,toscaju01,2020,256,121,-1.450332569,-0.51999038,-1.970322949,-0.253544549,-6.53272522,-6.786269769,-1.231530045,-1.746863802,-2.978393847,-0.014082165,-0.014082165,0,-1.431260354,-0.320984999,-1.752245353,-0.127002226
Justin Anderson,anderju01,2020,38,17,-7.774944715,4.130532574,-3.644412141,-19.63032006,11.79916962,-7.831150443,-10.72607546,5.967997854,-4.758077609,-0.017333921,-0.017333921,0,-9.784993122,1.931600982,-7.85339214,-0.485998731
Georges Niang,niangge01,2020,1469,687,0.798481756,-2.568764102,-1.770282347,-3.476957303,-2.609258232,-6.086215534,-0.050529095,-2.749905425,-2.80043452,-0.017648802,-0.017648802,0,-0.850485943,-3.086838559,-3.937324502,-0.166675423
Al-Farouq Aminu,aminual01,2020,793,380,-4.354046977,2.072412906,-2.281634071,-9.124796412,4.789335578,-4.335460835,-5.596161393,2.745778533,-2.850382859,-0.019386565,-0.019386565,0,-5.181381763,2.550026875,-2.631354888,-0.394671684
Jaylen Hoard,hoardja01,2020,221,103,-0.774384987,-4.118481017,-4.892866005,2.195452262,2.222844679,4.418296941,-0.20355635,-2.993259727,-3.196816078,-0.023387277,-0.023387277,0,-0.674567634,-3.48497787,-4.159545504,-0.404984391
Kyle Guy,guyky01,2020,10,4,-3.188912888,-8.748070142,-11.93698303,3.43307259,-24.54358936,-21.11051677,-1.954803874,-12.54630489,-14.50110876,-0.024095557,-0.024095557,0,1.971963241,-10.06930987,-8.09734663,0.484691758
Anzejs Pasecniks,pasecan01,2020,800,370,-2.568233209,-0.749988784,-3.318221993,0.680602451,-1.521457156,-0.840854705,-2.055961969,-0.830356679,-2.886318649,-0.02577106,-0.02577106,0,-1.126876573,-0.835395298,-1.962271871,0.149289751
Jalen Lecque,lecquja01,2020,57,26,-2.49316102,-0.324084542,-2.817245562,-4.240739907,-7.72689608,-11.96763599,-2.966198754,-1.830356853,-4.796555608,-0.027214798,-0.027214798,0,1.151518739,-2.776415112,-1.624896372,0.251227242
Isaiah Roby,robyis01,2020,11,5,-12.74137961,1.386171784,-11.35520783,-8.845620925,-10.23260125,-19.07822218,-12.80134029,-0.92876275,-13.73010304,-0.027537884,-0.027537884,0,-10.58828676,-2.213296903,-12.80158367,-1.72106794
Nassir Little,littlna01,2020,1151,532,-1.838516811,-1.256357417,-3.094874228,1.477273547,-2.776474339,-1.299200793,-1.26325326,-1.596448733,-2.859701993,-0.029675094,-0.029675094,0,-0.893638737,-2.374806566,-3.268445303,-0.345913454
Josh Reaves,reavejo02,2020,3,1,-27.95331716,-24.74841984,-52.70173701,-63.89447925,-20.70058678,-84.59506604,-37.383835,-25.48548599,-62.86932099,-0.029964989,-0.029964989,0,-20.53847236,-21.50494502,-42.04341738,-2.355338087
Ryan Anderson,anderry01,2020,33,14,-10.71573637,-1.661124297,-12.37686067,7.549143802,7.080938916,14.63008272,-7.526927129,0.139852843,-7.387074286,-0.034295501,-0.034295501,0,-5.768533199,-1.306810336,-7.075343535,3.616821806
Rajon Rondo,rondora01,2020,1793,847,0.238612088,-2.564887921,-2.326275833,-1.116892853,-2.517823154,-3.634716007,-0.081066621,-2.75956917,-2.840635791,-0.039091283,-0.039091283,0,-0.008326872,-2.05380158,-2.062128452,-0.198066322
Kostas Antetokounmpo,antetko01,2020,12,5,-1.250119577,-17.71011505,-18.96023463,8.63348942,-20.3008581,-11.66736868,0.715297777,-19.49162345,-18.77632567,-0.040366615,-0.040366615,0,-2.291534561,-13.78518679,-16.07672136,-1.289448225
Stanton Kidd,kiddst01,2020,34,15,-14.82229091,5.275145542,-9.54714537,-12.915175,12.06483132,-0.850343686,-15.37315698,6.899091856,-8.47406512,-0.043780343,-0.043780343,0,-14.693234,3.890353633,-10.80288037,-0.060403493
Quinndary Weatherspoon,weathqu01,2020,9,4,-3.737619109,-19.43036754,-23.16798665,-27.20632189,0.144871091,-27.0614508,-8.786827471,-16.4883648,-25.27519227,-0.044921312,-0.044921312,0,-11.9611204,-19.0660398,-31.0271602,-2.326895581
Devon Hall,hallde01,2020,44,20,-4.356898035,-10.99965294,-15.35655098,18.59660534,8.710614892,27.30722023,0.224587814,-7.574031,-7.349443187,-0.046384612,-0.046384612,0,-3.043703722,-8.369639656,-11.41334338,-1.1918792
KZ Okpala,okpalkz01,2020,51,26,0.455871123,-2.819905003,-2.36403388,-9.177551587,-13.13320831,-22.31075989,-1.538175884,-5.144680255,-6.682856139,-0.051999583,-0.051999583,0,-2.668627583,-3.461493636,-6.130121219,-0.333617568
Amile Jefferson,jeffeam01,2020,157,74,-7.361313135,1.096883727,-6.264429409,-6.313128653,11.18039013,4.867261472,-7.567312769,3.237478382,-4.329834386,-0.059318023,-0.059318023,0,-7.477236131,0.644644104,-6.832592027,-0.561746888
Michael Kidd-Gilchrist,kiddgmi01,2020,387,190,-5.434714456,-0.134015417,-5.568729872,-2.269800068,7.41634488,5.146544812,-5.056044395,1.486679109,-3.569365285,-0.065663722,-0.065663722,0,-5.490282973,-0.634471121,-6.124754094,-1.318523791
Khyri Thomas,thomakh01,2020,39,19,-2.05856084,-5.408925396,-7.467486236,-12.07409076,-3.951625725,-16.02571648,-4.241964515,-5.409108806,-9.651073322,-0.067124467,-0.067124467,0,-5.620512255,-5.960602203,-11.58111446,0.346064344
Vic Law,lawvi01,2020,9,4,-34.87989451,-6.911649811,-41.79154433,-37.72699225,34.93292523,-2.79406702,-37.46807538,1.445484919,-36.02259046,-0.068546122,-0.068546122,0,-25.82249718,-3.858835113,-29.68133229,0.96705174
Bryn Forbes,forbebr01,2020,2950,1413,0.434726578,-3.054431083,-2.619704504,-0.284421861,-2.667469967,-2.951891827,0.295056491,-3.144784034,-2.849727543,-0.071468291,-0.071468291,0,0.079832955,-2.55563333,-2.475800375,-0.605503839
Tremont Waters,watertr01,2020,159,73,-4.053668577,-1.468316623,-5.521985199,0.064860621,0.522299886,0.587160506,-3.48252263,-1.204189073,-4.686711703,-0.073537661,-0.073537661,0,-3.141920991,-1.913528189,-5.05544918,1.988744432
Tyler Cook,cookty01,2020,77,35,-0.004473155,-6.345396752,-6.349869908,-5.772773845,-2.882201387,-8.654975232,-1.123978833,-5.871065363,-6.995044196,-0.075379645,-0.075379645,0,-0.970163323,-8.371803684,-9.341967007,-0.57099141
Jeff Green,greenje02,2020,1292,607,-1.643465775,-0.092581195,-1.73604697,-5.78948926,-1.045616731,-6.835105992,-2.642916388,-0.327469034,-2.970385422,-0.076070279,-0.076070279,0,-2.330124868,-0.822075275,-3.152200144,-0.090531997
Tariq Owens,owensta01,2020,31,15,-0.60595673,-9.034224193,-9.640180924,-10.07472974,-13.59975281,-23.67448255,-2.567114122,-10.47399671,-13.04111083,-0.07822584,-0.07822584,0,4.107261696,-7.323925444,-3.216663748,-0.689423726
Kevin Hervey,herveke01,2020,29,13,-13.12469932,-1.136936304,-14.26163562,-14.63000742,0.335083095,-14.29492433,-14.27598546,-0.964611475,-15.24059693,-0.082230168,-0.082230168,0,-7.737902941,-1.588157804,-9.326060745,-0.757576762
Tacko Fall,fallta01,2020,55,24,-8.887981123,-2.716053299,-11.60403442,-6.497839033,9.580724011,3.082884978,-8.99047844,-0.416965979,-9.407444418,-0.082650275,-0.082650275,0,-8.025561376,-3.067110776,-11.09267215,1.416194836
Shamorie Ponds,pondssh01,2020,23,11,13.89543234,-32.09807266,-18.20264032,4.472341895,-13.92430236,-9.451960465,12.67245937,-30.40141384,-17.72895447,-0.08310129,-0.08310129,0,8.660459463,-24.35590327,-15.69544381,-1.169833773
Rayjon Tucker,tuckera01,2020,168,78,-4.445204348,-0.253975859,-4.699180207,1.430377588,-5.101186985,-3.670809397,-3.504494184,-1.33644551,-4.840939694,-0.083193759,-0.083193759,0,-5.534212372,-1.443646825,-6.977859197,-0.020163957
Shake Milton,miltosh01,2020,841,390,-1.752687495,-1.597061327,-3.349748822,-2.623618174,1.199445568,-1.424172606,-2.031116157,-1.151375557,-3.182491715,-0.086541432,-0.086541432,0,-1.443805096,-1.511875702,-2.955680798,0.575291271
Josh Gray,grayjo01,2020,48,23,-10.23372475,0.579138741,-9.654586012,-17.89670613,9.583505124,-8.313201003,-12.48170089,2.516177058,-9.965523832,-0.088767857,-0.088767857,0,-9.507463801,-3.428553411,-12.93601721,4.937729056
Keldon Johnson,johnske04,2020,56,25,-2.174672396,-8.451513484,-10.62618588,-5.511533677,1.045695996,-4.46583768,-2.991897581,-6.905974916,-9.897872497,-0.09064225,-0.09064225,0,-1.907414544,-6.696921759,-8.604336303,-0.592010692
Iman Shumpert,shumpim01,2020,501,241,-4.127884039,1.435286012,-2.692598027,-4.17794072,-1.443228349,-5.621169068,-4.39399975,0.903775268,-3.490224482,-0.090996946,-0.090996946,0,-3.552389402,0.385154462,-3.167234941,-0.022116233
Gary Clark,clarkga01,2020,825,378,-0.889283043,-2.362179625,-3.251462667,-1.058893262,-0.921797836,-1.980691097,-1.024364576,-2.239220576,-3.263585151,-0.096198951,-0.096198951,0,-1.186938038,-3.340413743,-4.527351781,-0.360382288
Chris Clemons,clemoch01,2020,543,246,-0.391884367,-1.399509471,-1.791393838,-6.197454993,-3.14548863,-9.342943624,-1.671989792,-1.858065793,-3.530055584,-0.099115053,-0.099115053,0,-0.466934392,-2.879763573,-3.346697965,1.262264747
Chris Silva,silvach01,2020,653,306,-0.739362086,-2.492748307,-3.232110393,-0.105329975,-2.297510923,-2.402840898,-0.69606804,-2.68968161,-3.38574965,-0.100382216,-0.100382216,0,-1.132227768,-2.299212573,-3.431440341,1.160080234
Jeremy Pargo,pargoje01,2020,91,44,1.3994774,-11.58661897,-10.18714157,5.957604509,-0.004496825,5.953107684,2.587486268,-9.842658522,-7.255172254,-0.1011572,-0.1011572,0,1.807064318,-8.425252418,-6.6181881,0.021685093
Jaxson Hayes,hayesja02,2020,2106,937,-1.433878341,-1.675440729,-3.10931907,-1.899658341,0.372584199,-1.527074142,-1.64168837,-1.318319461,-2.960007832,-0.101207736,-0.101207736,0,-1.328473512,-1.132255525,-2.460729036,0.825373183
Darius Bazley,bazleda01,2020,1926,909,-4.505303351,1.985045438,-2.520257912,-8.317401553,4.444395981,-3.873005572,-5.587539283,2.616499057,-2.971040225,-0.102016061,-0.102016061,0,-5.594992626,1.196795278,-4.398197348,-0.493958821
Hamidou Diallo,diallha01,2020,1329,621,-4.646980123,1.153487555,-3.493492568,-3.048805482,2.87341119,-0.175394292,-4.617195852,1.541910084,-3.075285768,-0.102831926,-0.102831926,0,-5.190736172,1.242403657,-3.948332514,-0.227490833
Justin Patton,pattoju01,2020,56,24,-5.426980339,-4.196740032,-9.623720371,-3.079297214,-11.03738039,-14.1166776,-5.285426377,-5.886100453,-11.17152683,-0.103339934,-0.103339934,0,-4.051535427,-4.769597959,-8.821133386,0.217754266
Jared Harper,harpeja01,2020,18,8,-10.71718239,-13.20587115,-23.92305353,-15.10406111,-28.51586996,-43.61993106,-12.27416157,-17.18491251,-29.45907408,-0.1079633,-0.1079633,0,-6.214768068,-16.28534559,-22.50011365,-0.985276424
Tyson Chandler,chandty01,2020,493,219,-3.381507287,-0.886938275,-4.268445562,-1.547760168,1.583679808,0.035919641,-3.300118774,-0.447980759,-3.748099532,-0.111328405,-0.111328405,0,-3.409159183,-0.581612863,-3.990772046,-0.176665285
Jonah Bolden,boldejo01,2020,103,47,-5.116185905,-2.214641329,-7.330827234,-4.507256881,-1.981209911,-6.488466792,-5.322614366,-2.329771106,-7.652385472,-0.115038021,-0.115038021,0,-5.872131057,-0.787355119,-6.659486176,1.23331453
Zach Norvell Jr.,norveza01,2020,92,41,-4.484979875,-2.391221726,-6.876201601,2.793644877,-15.85774898,-13.0641041,-3.182462406,-5.311010229,-8.493472635,-0.118447141,-0.118447141,0,-2.170216911,-3.919261169,-6.08947808,1.825636154
Zhaire Smith,smithzh01,2020,72,32,-8.26747883,-0.518331882,-8.785810712,-2.474803732,-9.841260217,-12.31606395,-7.540381159,-2.528726088,-10.06910725,-0.120253057,-0.120253057,0,-8.112199002,-0.930857571,-9.043056572,0.647715033
Gabe Vincent,vincega01,2020,86,41,-5.110622224,-3.91690248,-9.027524704,-10.47761273,6.412608958,-4.065003771,-6.562313295,-1.99502975,-8.557343045,-0.121398531,-0.121398531,0,-3.724558595,-7.725570355,-11.45012895,-0.067741133
Abdel Nader,naderab01,2020,1361,643,-2.820931926,0.457568021,-2.363363904,-6.884666625,1.817359809,-5.067306816,-3.854727067,0.731594861,-3.123132206,-0.122027935,-0.122027935,0,-3.933850051,-0.220176331,-4.154026382,-0.317898814
Blake Griffin,griffbl01,2020,1048,512,-1.253745592,-2.422625943,-3.676371536,0.729916627,-1.29523087,-0.565314243,-0.90644564,-2.311855137,-3.218300778,-0.122992208,-0.122992208,0,-0.828851717,-3.473646786,-4.302498503,0.551916502
Antonius Cleveland,clevean01,2020,46,22,-8.624103952,-3.12215627,-11.74626022,-7.339453804,-10.67161968,-18.01107349,-8.969837518,-4.929511978,-13.8993495,-0.125546843,-0.125546843,0,-5.705551893,-6.676663138,-12.38221503,0.327904852
Eric Gordon,gordoer01,2020,1960,875,-0.673282961,-2.484841383,-3.158124344,0.499904646,-1.859995591,-1.360090945,-0.522208528,-2.513600511,-3.03580904,-0.128722768,-0.128722768,0,0.078546193,-3.013086371,-2.934540178,0.904225043
Dragan Bender,bendedr01,2020,292,136,-3.410108021,-3.130843878,-6.540951899,5.096392771,1.02625262,6.122645391,-1.872907275,-2.545364309,-4.418271584,-0.133277408,-0.133277408,0,-2.367599616,-2.461242655,-4.828842271,0.537760883
Troy Daniels,danietr01,2020,955,446,-0.339816544,-2.753645403,-3.093461946,-4.005142886,0.954731989,-3.050410897,-1.168471975,-2.204375,-3.372846975,-0.141431277,-0.141431277,0,-1.263013627,-2.879079709,-4.142093337,-0.213905616
Gary Payton II,paytoga02,2020,872,407,-1.896440074,-0.032159045,-1.928599119,-5.733537006,-3.702916444,-9.43645345,-2.828565499,-0.694190476,-3.522755975,-0.160934213,-0.160934213,0,-2.764153156,0.338568502,-2.425584653,0.299150475
Taj Gibson,gibsota01,2020,1827,884,-1.615507512,-0.348154659,-1.963662171,-2.688794836,-4.59214068,-7.280935515,-1.887058693,-1.22453665,-3.111595343,-0.161674467,-0.161674467,0,-2.643905538,-1.558719395,-4.202624933,-0.883054608
BJ Johnson,johnsbj01,2020,105,46,-8.549539486,0.253917502,-8.295621984,-17.69032081,4.278493303,-13.41182751,-10.95179309,1.061427243,-9.890365849,-0.168488797,-0.168488797,0,-7.758525316,-0.613991877,-8.372517193,0.554273333
Ty Jerome,jeromty01,2020,581,271,-1.318646444,-0.903484281,-2.222130725,-7.309716526,-2.736929624,-10.04664615,-2.647866489,-1.323458913,-3.971325402,-0.168675309,-0.168675309,0,-2.763284509,-0.708527584,-3.471812093,-0.114993775
William Howard,howarwi01,2020,29,13,-15.99431566,-10.04325923,-26.03757489,-36.05663403,2.916963726,-33.1396703,-21.1300315,-7.854846787,-28.98487829,-0.174458347,-0.174458347,0,-17.25927524,-10.44331085,-27.70258608,0.265629005
Tyrone Wallace,wallaty01,2020,348,160,-5.611075664,0.248145755,-5.362929908,-8.293401938,5.750145701,-2.543256237,-6.472167248,1.503580983,-4.968586265,-0.181559743,-0.181559743,0,-6.538644096,-0.011909158,-6.550553254,0.254770556
Jarred Vanderbilt,vandeja01,2020,105,46,-8.132929816,-0.339659593,-8.472589409,-11.24898022,-3.959597612,-15.20857784,-9.293518926,-1.134107919,-10.42762684,-0.181872957,-0.181872957,0,-9.694248872,-2.502540216,-12.19678909,1.627393297
Jahlil Okafor,okafoja01,2020,916,424,-1.155161653,-1.105804498,-2.260966151,-1.648769485,-6.514434568,-8.163204053,-1.344366664,-2.260695322,-3.605061986,-0.184174048,-0.184174048,0,-1.044532563,-1.1054243,-2.149956862,-0.439777597
Udonis Haslem,hasleud01,2020,43,21,-10.80841348,-6.101593404,-16.91000688,-22.26281776,-4.420531261,-26.68334902,-13.97201808,-6.199952821,-20.1719709,-0.185055932,-0.185055932,0,-12.74873999,-6.011463539,-18.76020353,-0.8783748
Kyle O'Quinn,oquinky01,2020,467,221,-0.858888466,-2.44180291,-3.300691376,0.842438959,-7.971221738,-7.12878278,-0.55891321,-3.825179625,-4.384092836,-0.185266949,-0.185266949,0,-1.275722076,-2.111770574,-3.38749265,0.562830935
Kelan Martin,martike03,2020,954,431,-3.991672215,-0.868228303,-4.859900518,-4.869230243,6.737279797,1.868049554,-4.396345831,0.685564217,-3.710781614,-0.21142032,-0.21142032,0,-4.587832297,-0.559564565,-5.147396861,0.071538124
Chandler Parsons,parsoch01,2020,127,54,-4.93274286,-3.680634826,-8.613377687,-15.51769365,-6.219319238,-21.73701289,-7.366532231,-4.300946435,-11.66747867,-0.247819362,-0.247819362,0,-6.316434078,-4.751540992,-11.06797507,0.887166212
Willy Hernangomez,hernawi01,2020,553,264,-1.986510463,-3.425308566,-5.411819029,-3.885871331,2.604316693,-1.281554638,-2.386599806,-2.286732675,-4.67333248,-0.260124092,-0.260124092,0,-3.48368678,-4.292584329,-7.776271109,0.419581433
