key,date,ml_time,team,opp_team,ml_consensus,ml_PIN,ml_FD,ml_HER,ml_BVD,ml_BOL,rl_time,rl_consensus,rl_PIN_line,rl_PIN_odds,rl_FD_line,rl_FD_odds,rl_HER_line,rl_HER_odds,rl_BVD_line,rl_BVD_odds,rl_BOL_line,rl_BOL_odds,tot_time,tot_consensus,tot_PIN_line,tot_PIN_odds,tot_FD_line,tot_FD_odds,tot_HER_line,tot_HER_odds,tot_BVD_line,tot_BVD_odds,tot_BOL_line,tot_BOL_odds
20200224,19:20:13,away,Milwaukee,Washington,52.0,-923,-1000,-1070,-1300,-1100,away,62.0,-12.5,-105,-13,-102,-13,-105,-13.5,-105,-13,-115,away,48.0,243.5,-103,243,-105,242.5,-105,242.5,-110,243,-110
20200224,19:20:13,home,Washington,Milwaukee,48.0,+671,+800,+770,+725,+700,home,38.0,+12.5,-105,+13,-108,+13,-105,+13.5,-115,+13,-105,home,52.0,243.5,-107,243,-105,242.5,-105,242.5,-110,243,-110
20200224,19:20:13,away,Miami,Cleveland,43.0,-248,-240,-280,-260,-265,away,61.0,-6.5,-103,-6.5,-105,-6.5,-105,-7,-105,-6.5,-109,away,59.0,221.5,-104,221.5,-105,221.5,-105,221.5,-110,221.5,-110
20200224,19:20:13,home,Cleveland,Miami,57.0,+217,+220,+230,+215,+225,home,39.0,+6.5,-107,+6.5,-105,+6.5,-105,+7,-115,+6.5,-111,home,41.0,221.5,-106,221.5,-105,221.5,-105,221.5,-110,221.5,-110
20200224,19:20:13,away,Atlanta,Philadelphia,52.0,+318,+340,+365,+310,+320,away,54.0,+8.5,-108,+8.5,-105,+8.5,-105,+8.5,-110,+8.5,-110,away,50.0,227,-107,227,-105,227,-105,227.5,-105,227,-108
20200224,19:20:13,home,Philadelphia,Atlanta,48.0,-379,-380,-465,-420,-400,home,46.0,-8.5,-102,-8.5,-105,-8.5,-105,-8.5,-110,-8.5,-110,home,50.0,227,-103,227,-105,227,-105,227.5,-115,227,-112
20200224,19:20:13,away,Orlando,Brooklyn,42.0,+143,+145,+155,+155,+148,away,33.0,+3.5,-104,+3.5,-102,+4,-105,+4.5,-115,+4,-113,away,55.0,213.5,+102,213,-105,213.5,-105,213,-110,212.5,-110
20200224,19:20:13,home,Brooklyn,Orlando,58.0,-160,-155,-180,-175,-168,home,67.0,-3.5,-106,-3.5,-108,-4,-105,-4.5,-105,-4,-107,home,45.0,213.5,-113,213,-105,213.5,-105,213,-110,212.5,-110
20200224,19:20:13,away,New York,Houston,59.0,+560,+660,+645,+550,+640,away,94.0,+12.5,-108,+12,-105,+12,-105,+12.5,-115,+12,-110,away,92.0,224,-110,224,-105,224,-105,224,-110,224.5,-110
20200224,19:20:13,home,Houston,New York,41.0,-738,-840,-895,-900,-900,home,6.0,-12.5,-102,-12,-105,-12,-105,-12.5,-105,-12,-110,home,8.0,224,+100,224,-105,224,-105,224,-110,224.5,-110
20200224,19:20:13,away,Minnesota,Dallas,61.0,+740,+800,+790,+725,+790,away,44.0,+13.5,+102,+13.5,-105,+14,-105,+14,-110,+14,-110,away,52.0,238.5,-109,239,-102,239,-105,239,-110,239,-115
20200224,19:20:13,home,Dallas,Minnesota,39.0,-1043,-1000,-1090,-1300,-1300,home,56.0,-13.5,-112,-13.5,-105,-14,-105,-14,-110,-14,-110,home,48.0,238.5,-101,239,-108,239,-105,239,-110,239,-105
20200224,19:20:13,away,Phoenix,Utah,44.0,+307,+315,+340,+290,+320,away,36.0,+8.5,-106,+8.5,-105,+8.5,-105,+9,-115,+8.5,-102,away,49.0,224,-105,224.5,-105,224,-105,224,-115,224.5,-110
20200224,19:20:13,home,Utah,Phoenix,56.0,-365,-345,-430,-380,-400,home,64.0,-8.5,-104,-8.5,-105,-8.5,-105,-9,-105,-8.5,-118,home,51.0,224,-105,224.5,-105,224,-105,224,-105,224.5,-110
20200224,19:20:13,away,Memphis,L.A. Clippers,60.0,+510,+500,+545,+445,+480,away,44.0,+11,+104,+11,-103,+11.5,-105,+11.5,-110,+11,-108,away,46.0,235,-110,235,-108,235.5,-105,235,-105,235,-115
20200224,19:20:13,home,L.A. Clippers,Memphis,40.0,-659,-600,-720,-690,-620,home,56.0,-11,-115,-11,-107,-11.5,-105,-11.5,-110,-11,-112,home,54.0,235,-101,235,-102,235.5,-105,235,-115,235,-105
