key,date,ml_time,team,opp_team,ml_consensus,ml_PIN,ml_FD,ml_HER,ml_BVD,ml_BOL,rl_time,rl_consensus,rl_PIN_line,rl_PIN_odds,rl_FD_line,rl_FD_odds,rl_HER_line,rl_HER_odds,rl_BVD_line,rl_BVD_odds,rl_BOL_line,rl_BOL_odds,tot_time,tot_consensus,tot_PIN_line,tot_PIN_odds,tot_FD_line,tot_FD_odds,tot_HER_line,tot_HER_odds,tot_BVD_line,tot_BVD_odds,tot_BOL_line,tot_BOL_odds
20200209,16:42:50,away,Boston,Oklahoma City,59.0,-119,-120,-130,-130,-123,away,54.0,-1.5,-108,-1.5,-107,-2,-105,-1.5,-115,-1.5,-113,away,57.0,218.5,-104,219,-105,219,-105,219.5,-105,219,-110
20200209,16:42:50,home,Oklahoma City,Boston,41.0,+108,+110,+110,+110,+103,home,46.0,+1.5,-102,+1.5,-103,+2,-105,+1.5,-105,+1.5,-107,home,43.0,218.5,-106,219,-105,219,-105,219.5,-115,219,-110
20200209,16:42:50,away,Memphis,Washington,60.0,-143,-140,-150,-155,-140,away,64.0,-2.5,-109,-2.5,-105,-2.5,-105,-3,-115,-3,-105,away,60.0,240.5,-112,241,-105,241,-105,241,-110,240.5,-112
20200209,16:42:50,home,Washington,Memphis,40.0,+129,+130,+130,+135,+120,home,36.0,+2.5,-101,+2.5,-105,+2.5,-105,+3,-105,+3,-115,home,40.0,240.5,+102,241,-105,241,-105,241,-110,240.5,-108
20200209,16:42:50,away,New York,Atlanta,45.0,+184,+185,+185,+190,+178,away,38.0,+5,-104,+5,-105,+5.5,-105,+5.5,-110,+5,-105,away,59.0,226.5,-107,226.5,-105,227,-105,226.5,-115,226.5,-115
20200209,16:42:50,home,Atlanta,New York,55.0,-207,-200,-220,-230,-208,home,62.0,-5,-106,-5,-105,-5.5,-105,-5.5,-110,-5,-115,home,41.0,226.5,-103,226.5,-105,227,-105,226.5,-105,226.5,-105
20200209,16:42:50,away,Chicago,Philadelphia,46.0,+433,+450,+495,+425,+460,away,43.0,+11,-103,+11,-105,+11,-105,+11,-105,+11,-107,away,67.0,212.5,-114,213,-105,213.5,-105,214,-105,212.5,-112
20200209,16:42:50,home,Philadelphia,Chicago,54.0,-543,-525,-645,-650,-600,home,57.0,-11,-107,-11,-105,-11,-105,-11,-115,-11,-113,home,33.0,212.5,+104,213,-105,213.5,-105,214,-115,212.5,-108
20200209,16:42:50,away,Utah,Houston,43.0,+121,+125,+130,+130,+122,away,45.0,+2.5,-104,+2.5,-102,+3,-105,+3,-105,+2.5,-104,away,55.0,234.5,-100,234,-105,234.5,-105,233,-115,234.5,-110
20200209,16:42:50,home,Houston,Utah,57.0,-133,-135,-150,-150,-142,home,55.0,-2.5,-106,-2.5,-108,-3,-105,-3,-115,-2.5,-116,home,45.0,234.5,-110,234,-105,234.5,-105,233,-105,234.5,-110
20200209,16:42:50,away,L.A. Clippers,Cleveland,66.0,-224,-220,-265,-260,-250,away,67.0,-5.5,-110,-6,-105,-6.5,-105,-6.5,-115,-6,-112,away,58.0,231.5,-103,231.5,-105,232,-105,231,-110,231.5,-110
20200209,16:42:50,home,Cleveland,L.A. Clippers,34.0,+197,+200,+215,+215,+210,home,33.0,+5.5,-100,+6,-105,+6.5,-105,+6.5,-105,+6,-108,home,42.0,231.5,-108,231.5,-105,232,-105,231,-110,231.5,-110
20200209,16:42:50,away,Miami,Portland,44.0,+175,+185,+190,+180,+170,away,40.0,+5,-102,+5.5,-109,+5.5,-105,+5.5,-110,+5,-106,away,59.0,226,-103,225.5,-105,226.5,-105,227,-110,226,-105
20200209,16:42:50,home,Portland,Miami,56.0,-196,-200,-225,-220,-195,home,60.0,-5,-108,-5.5,-101,-5.5,-105,-5.5,-110,-5,-114,home,41.0,226,-107,225.5,-105,226.5,-105,227,-110,226,-115
20200210,16:42:56,away,Brooklyn,Indiana,51.0,+228,+240,+245,+225,+230,away,48.0,+6.5,-101,+6.5,-102,+6.5,-105,+7,-115,+6.5,-108,away,54.0,217.5,-101,217,-105,216,-105,217.5,-110,217,-110
20200210,16:42:56,home,Indiana,Brooklyn,49.0,-262,-260,-305,-275,-275,home,52.0,-6.5,-109,-6.5,-108,-6.5,-105,-7,-105,-6.5,-112,home,46.0,217.5,-109,217,-105,216,-105,217.5,-110,217,-110
20200210,16:42:56,away,Charlotte,Detroit,52.0,+146,+150,+150,+145,+145,away,44.0,+3.5,-104,+3.5,-107,+3.5,-105,+4,-115,+3.5,-105,away,60.0,206.5,-100,206.5,-102,206.5,-105,206.5,-115,206,-110
20200210,16:42:56,home,Detroit,Charlotte,48.0,-162,-160,-170,-165,-165,home,56.0,-3.5,-106,-3.5,-103,-3.5,-105,-4,-105,-3.5,-115,home,40.0,206.5,-110,206.5,-108,206.5,-105,206.5,-105,206,-110
20200210,16:42:56,away,Atlanta,Orlando,68.0,+307,+345,+345,+290,+305,away,54.0,+8.5,-107,+8.5,-103,+8.5,-105,+8.5,-115,+8.5,-110,away,52.0,222.5,-106,222.5,-105,223,-105,223,-110,223,-112
20200210,16:42:56,home,Orlando,Atlanta,32.0,-365,-385,-435,-380,-375,home,46.0,-8.5,-103,-8.5,-107,-8.5,-105,-8.5,-105,-8.5,-110,home,48.0,222.5,-104,222.5,-105,223,-105,223,-110,223,-108
20200210,16:42:56,away,Minnesota,Toronto,62.0,+293,+300,+325,+285,+290,away,58.0,+8.5,-107,+8.5,-108,+8,-105,+8,-110,+8,-110,away,63.0,235.5,-103,235.5,-105,235.5,-105,234.5,-115,235,-115
20200210,16:42:56,home,Toronto,Minnesota,38.0,-346,-330,-405,-370,-360,home,42.0,-8.5,-103,-8.5,-102,-8,-105,-8,-110,-8,-110,home,37.0,235.5,-107,235.5,-105,235.5,-105,234.5,-105,235,-105
20200210,16:42:56,away,Sacramento,Milwaukee,54.0,+411,+480,+465,+410,+430,away,46.0,+10,-108,+10,-105,+9.5,-105,+10.5,-115,+10,-110,away,100.0,229.5,-110,229.5,-105,230,-105,230,-105,230,-110
20200210,16:42:56,home,Milwaukee,Sacramento,46.0,-511,-570,-615,-620,-535,home,54.0,-10,-102,-10,-105,-9.5,-105,-10.5,-105,-10,-110,home,0.0,229.5,-100,229.5,-105,230,-105,230,-115,230,-110
20200210,16:42:56,away,Utah,Dallas,52.0,-101,+102,-115,-105,-105,away,49.0,+1,-105,+1,-105,-1,-105,+1,-115,+1,-110,away,58.0,217.5,-102,216.5,-105,216.5,-105,216.5,-110,216.5,-110
20200210,16:42:56,home,Dallas,Utah,48.0,-109,-112,-105,-115,-115,home,51.0,-1,-105,-1,-105,+1,-105,-1,-105,-1,-110,home,42.0,217.5,-108,216.5,-105,216.5,-105,216.5,-110,216.5,-110
