key,date,ml_time,team,opp_team,ml_consensus,ml_PIN,ml_FD,ml_HER,ml_BVD,ml_BOL,rl_time,rl_consensus,rl_PIN_line,rl_PIN_odds,rl_FD_line,rl_FD_odds,rl_HER_line,rl_HER_odds,rl_BVD_line,rl_BVD_odds,rl_BOL_line,rl_BOL_odds,tot_time,tot_consensus,tot_PIN_line,tot_PIN_odds,tot_FD_line,tot_FD_odds,tot_HER_line,tot_HER_odds,tot_BVD_line,tot_BVD_odds,tot_BOL_line,tot_BOL_odds
20170101,20:29:32,away,Orlando,Indiana,43.5,+211,+205,+205,+200,+205,away,42.6,+6,-104,+6,-110,+6,-105,+6,-110,+6,-110,away,46.8,209.5,-105,209.5,-110,209.5,-105,210,-110,209.5,-110
20170101,20:29:32,home,Indiana,Orlando,56.5,-237,-245,-245,-240,-245,home,57.4,-6,-106,-6,-110,-6,-105,-6,-110,-6,-110,home,53.2,209.5,-105,209.5,-110,209.5,-105,210,-110,209.5,-110
20170101,20:29:32,away,San Antonio,Atlanta,58.1,-206,-210,-205,-210,-210,away,63.9,-5,-100,-5,-110,-5,-105,-5,-115,-5,-105,away,0.0,199.5,+102,199.5,-110,199.5,-105,200,-105,199.5,-110
20170101,20:29:32,home,Atlanta,San Antonio,41.9,+185,+175,+175,+175,+180,home,36.1,+5,-110,+5,-110,+5,-105,+5,-105,+5,-115,home,100.0,199.5,-113,199.5,-110,199.5,-105,200,-115,199.5,-110
20170101,20:29:32,away,Detroit,Miami,7.7,-272,-280,-280,-275,-285,away,0.0,-6.5,-107,-6.5,-110,-6.5,-105,-6.5,-110,-6.5,-107,away,0.0,,,198.5,-110,198.5,-105,198,-115,198,-115
20170101,20:29:32,home,Miami,Detroit,92.3,+241,+240,+230,+235,+240,home,100.0,+6.5,-103,+6.5,-110,+6.5,-105,+6.5,-110,+6.5,-113,home,100.0,,,198.5,-110,198.5,-105,198,-105,198,-105
20170101,20:29:32,away,Portland,Minnesota,54.2,+215,+210,+210,+210,+205,away,40.0,+6,-101,+6.5,-117,+6,-105,+6,-110,+6,-110,away,33.3,208,-108,208.5,-103,208,-105,209,-105,208,-110
20170101,20:29:32,home,Minnesota,Portland,45.8,-241,-250,-250,-250,-245,home,60.0,-6,-109,-6.5,-103,-6,-105,-6,-110,-6,-110,home,66.7,208,-102,208.5,-117,208,-105,209,-115,208,-110
20170101,20:29:32,away,Toronto,L.A. Lakers,44.9,-345,-360,-370,-380,-360,away,51.0,-8,-100,-8,-110,-8,-105,-8.5,-110,-8,-112,away,51.5,218,-102,218,-110,217.5,-105,219,-105,218,-110
20170101,20:29:32,home,L.A. Lakers,Toronto,55.1,+301,+300,+300,+290,+300,home,49.0,+8,-110,+8,-110,+8,-105,+8.5,-110,+8,-108,home,48.5,218,-108,218,-110,217.5,-105,219,-115,218,-110
20170102,20:29:36,away,Oklahoma City,Milwaukee,56.1,+111,+110,+105,-105,+107,away,53.9,+1.5,+102,+2,-110,+1.5,-105,+1.5,-115,+1.5,-105,away,14.3,213.5,-103,213.5,-110,214,-105,214,-110,214,-105
20170102,20:29:36,home,Milwaukee,Oklahoma City,43.9,-123,-130,-125,-115,-127,home,46.1,-1.5,-113,-2,-110,-1.5,-105,-1.5,-105,-1.5,-115,home,85.7,213.5,-107,213.5,-110,214,-105,214,-110,214,-115
20170102,20:29:36,away,New Orleans,Cleveland,0.0,+400,+360,+370,+375,+375,away,39.3,+9,-101,+9,-110,+9,-105,+9.5,-115,+9,-110,away,54.8,217.5,-103,218,-110,218,-105,218,-115,218,-110
20170102,20:29:36,home,Cleveland,New Orleans,100.0,-470,-450,-470,-550,-450,home,60.7,-9,-109,-9,-110,-9,-105,-9.5,-105,-9,-110,home,45.2,217.5,-107,218,-110,218,-105,218,-105,218,-110
20170102,20:29:36,away,Utah,Brooklyn,51.8,-271,-280,-305,-300,-280,away,60.1,-6.5,-102,,,-6.5,-105,-7,-105,-6.5,-110,away,52.1,206,-103,206.5,-110,206.5,-105,206,-110,206,-115
20170102,20:29:36,home,Brooklyn,Utah,48.2,+240,+240,+245,+250,+235,home,39.9,+6.5,-108,,,+6.5,-105,+7,-115,+6.5,-110,home,47.9,206,-107,206.5,-110,206.5,-105,206,-110,206,-105
20170102,20:29:36,away,Orlando,New York,50.0,+155,+155,+150,+150,+155,away,5.6,+4,-105,+4,-110,+4,-105,,,+4,-110,away,52.7,211,-110,211,-110,210.5,-105,210,-110,211,-110
20170102,20:29:36,home,New York,Orlando,50.0,-172,-175,-170,-170,-175,home,94.4,-4,-105,-4,-110,-4,-105,,,-4,-110,home,47.3,211,-100,211,-110,210.5,-105,210,-110,211,-110
20170102,20:29:36,away,Washington,Houston,14.3,+298,+290,+285,+290,+280,away,42.1,+7.5,-109,+7.5,-110,+7.5,-105,+8,-110,+7.5,-115,away,50.0,230.5,-112,230.5,-110,231,-105,231,-110,230.5,-115
20170102,20:29:36,home,Houston,Washington,85.7,-341,-350,-355,-380,-335,home,57.9,-7.5,-101,-7.5,-110,-7.5,-105,-8,-110,-7.5,-105,home,50.0,230.5,+102,230.5,-110,231,-105,231,-110,230.5,-105
20170102,20:29:36,away,Charlotte,Chicago,60.0,-115,-118,-120,-120,-120,away,54.7,-1.5,-103,-1.5,-110,-1.5,-105,-1.5,-110,-1,-110,away,44.2,199.5,-106,199.5,-110,199.5,-105,199,-115,199,-115
20170102,20:29:36,home,Chicago,Charlotte,40.0,+104,+108,+100,+100,+100,home,45.3,+1.5,-107,+1.5,-110,+1.5,-105,+1.5,-110,+1,-110,home,55.8,199.5,-104,199.5,-110,199.5,-105,199,-105,199,-105
20170102,20:29:36,away,Denver,Golden State,48.8,+1332,+1300,+1275,+1400,+1175,away,34.1,+15.5,-113,+15.5,-110,+15.5,-105,+16,-110,+15.5,-110,away,56.8,232,-105,231.5,-110,232,-105,232,-115,232,-110
20170102,20:29:36,home,Golden State,Denver,51.2,-2100,-2150,-2025,-2400,-2000,home,65.9,-15.5,+102,-15.5,-110,-15.5,-105,-16,-110,-15.5,-110,home,43.2,232,-105,231.5,-110,232,-105,232,-105,232,-110
20170102,20:29:36,away,Phoenix,L.A. Clippers,0.0,+166,+165,+170,+170,+167,away,0.0,+4.5,-106,+4.5,-110,+4.5,-105,+5,-115,+4.5,-110,away,50.0,213.5,-113,213.5,-110,214,-105,214,-110,213.5,-115
20170102,20:29:36,home,L.A. Clippers,Phoenix,100.0,-185,-190,-195,-200,-192,home,100.0,-4.5,-104,-4.5,-110,-4.5,-105,-5,-105,-4.5,-110,home,50.0,213.5,+102,213.5,-110,214,-105,214,-110,213.5,-105
20170103,20:29:42,away,Minnesota,Philadelphia,0.0,-193,-210,-205,-210,-205,away,60.5,-4.5,-110,-5,-110,-5,-105,-5.5,-105,-4.5,-113,away,58.0,205.5,-101,205.5,-110,206,-105,206,-105,206,-110
20170103,20:29:42,home,Philadelphia,Minnesota,0.0,+173,+175,+175,+175,+175,home,39.5,+4.5,-100,+5,-110,+5,-105,+5.5,-115,+4.5,-107,home,42.0,205.5,-109,205.5,-110,206,-105,206,-115,206,-110
20170103,20:29:42,away,Indiana,Detroit,56.5,+190,+190,+180,+165,+195,away,44.8,+5,-104,+5,-108,+5,-105,+5,-110,+5,-110,away,0.0,205,-104,205,-105,205,-105,205,-105,205,-110
20170103,20:29:42,home,Detroit,Indiana,43.5,-212,-210,-210,-190,-225,home,55.2,-5,-106,-5,-102,-5,-105,-5,-110,-5,-110,home,100.0,205,-106,205,-105,205,-105,205,-115,205,-110
20170103,20:29:42,away,Utah,Boston,49.0,+200,+190,+200,+195,+195,away,47.5,+5.5,-105,+5.5,-109,+5.5,-105,+5.5,-105,+5.5,-110,away,11.8,200,+102,199.5,-105,199.5,-105,200,-115,200,-105
20170103,20:29:42,home,Boston,Utah,51.0,-224,-210,-235,-235,-225,home,52.5,-5.5,-105,-5.5,-101,-5.5,-105,-5.5,-115,-5.5,-110,home,88.2,200,-113,199.5,-105,199.5,-105,200,-105,200,-115
20170103,20:29:42,away,Toronto,San Antonio,0.0,+227,+215,+210,+230,+230,away,42.2,+6,-108,+6,-110,+6,-105,+6,-110,+5.5,-110,away,50.9,206,-110,206,-110,206,-105,207,-110,206.5,-110
20170103,20:29:42,home,San Antonio,Toronto,100.0,-255,-255,-260,-270,-275,home,57.8,-6,-102,-6,-110,-6,-105,-6,-110,-5.5,-110,home,49.1,206,+100,206,-110,206,-105,207,-110,206.5,-110
20170103,20:29:42,away,Washington,Dallas,0.0,+106,+105,-105,-105,+100,away,0.0,+1.5,-105,+1.5,-110,+1.5,-105,PK-11,PK-110,+1,-105,away,47.9,201.5,-110,202,-110,202,-105,202,-105,201.5,-115
20170103,20:29:42,home,Dallas,Washington,0.0,-117,-125,-115,-115,-120,home,100.0,-1.5,-105,-1.5,-110,-1.5,-105,PK-11,PK-110,-1,-115,home,52.1,201.5,-100,202,-110,202,-105,202,-115,201.5,-105
20170103,20:29:42,away,Miami,Phoenix,0.0,+186,+175,+175,+180,+175,away,42.8,+5,+102,+5,-110,+5,-105,+5,-110,+5,-107,away,0.0,212.5,-111,212,-110,213,-105,213,-105,212.5,-110
20170103,20:29:42,home,Phoenix,Miami,100.0,-208,-210,-205,-220,-205,home,57.2,-5,-113,-5,-110,-5,-105,-5,-110,-5,-113,home,100.0,212.5,+101,212,-110,213,-105,213,-115,212.5,-110
20170103,20:29:42,away,Sacramento,Denver,46.8,+147,+155,+150,+150,+145,away,4.8,+3.5,-100,+4,-110,+4,-105,+4,-115,+3.5,-105,away,60.5,215,-100,214,-110,215,-105,215,-105,215,-105
20170103,20:29:42,home,Denver,Sacramento,53.2,-163,-175,-170,-170,-165,home,95.2,-3.5,-110,-4,-110,-4,-105,-4,-105,-3.5,-115,home,39.5,215,-110,214,-110,215,-105,215,-115,215,-115
20170103,20:29:42,away,Memphis,L.A. Lakers,51.6,-195,-210,-205,-210,-205,away,52.0,-5,-104,-5,-110,-5.5,-105,-5,-115,-5,-113,away,56.5,207,+102,207,-110,207,-105,208,-105,207,-105
20170103,20:29:42,home,L.A. Lakers,Memphis,48.4,+175,+175,+175,+175,+175,home,48.0,+5,-106,+5,-110,+5.5,-105,+5,-105,+5,-107,home,43.5,207,-112,207,-110,207,-105,208,-115,207,-115
20170104,20:29:47,away,Atlanta,Orlando,40.0,-130,-130,-130,-130,-130,away,47.8,-2,-110,-2,-110,-2,-105,-2.5,-105,-2,-110,away,61.7,207.5,-107,207.5,-110,207,-105,208,-105,207,-110
20170104,20:29:47,home,Orlando,Atlanta,60.0,+118,+110,+110,+110,+110,home,52.2,+2,-100,+2,-110,+2,-105,+2.5,-115,+2,-110,home,38.3,207.5,-103,207.5,-110,207,-105,208,-115,207,-110
20170104,20:29:47,away,Oklahoma City,Charlotte,53.8,+117,+113,+110,,+113,away,50.8,+2,-101,+2,-110,+2,-105,+2,-115,+2,-107,away,47.3,209,-109,208.5,-110,209,-105,209,-110,208.5,-115
20170104,20:29:47,home,Charlotte,Oklahoma City,46.2,-129,-133,-130,,-133,home,49.2,-2,-109,-2,-110,-2,-105,-2,-105,-2,-113,home,52.7,209,-101,208.5,-110,209,-105,209,-110,208.5,-105
20170104,20:29:47,away,Milwaukee,New York,52.9,-157,-165,-165,-165,-165,away,56.1,-3.5,-104,-3.5,-110,-3.5,-105,-3.5,-115,-3.5,-115,away,13.3,212.5,-107,213,-110,213,-105,213,-110,212.5,-115
20170104,20:29:47,home,New York,Milwaukee,47.1,+142,+145,+145,+145,+145,home,43.9,+3.5,-106,+3.5,-110,+3.5,-105,+3.5,-105,+3.5,-105,home,86.7,212.5,-103,213,-110,213,-105,213,-110,212.5,-105
20170104,20:29:47,away,Chicago,Cleveland,0.0,+164,+155,+165,+150,+160,away,0.0,+4,+104,+3.5,-110,+4.5,-105,+4,-110,+4,-105,away,54.3,204,+102,204,-110,203.5,-105,204,-110,204,-105
20170104,20:29:47,home,Cleveland,Chicago,0.0,-182,-175,-190,-170,-180,home,100.0,-4,-115,-3.5,-110,-4.5,-105,-4,-110,-4,-115,home,45.7,204,-113,204,-110,203.5,-105,204,-110,204,-115
20170104,20:29:47,away,Portland,Golden State,51.7,+1528,+1500,,,+1550,away,30.4,+16,+101,+16,-110,+16.5,-105,+16.5,-105,+16,+100,away,58.6,223,+107,223,-110,223,-105,224,-110,223,-110
20170104,20:29:47,home,Golden State,Portland,48.3,-2600,-3000,,,-2700,home,69.6,-16,-111,-16,-110,-16.5,-105,-16.5,-115,-16,-120,home,41.4,223,-118,223,-110,223,-105,224,-110,223,-110
20170104,20:29:47,away,Miami,Sacramento,40.7,+310,+300,+295,+285,+290,away,51.7,+7.5,+102,+8,-110,+8,-105,+8,-115,+8,-110,away,49.6,204,-103,204,-110,204,-105,204,-110,204,-110
20170104,20:29:47,home,Sacramento,Miami,59.3,-355,-360,-365,-370,-350,home,48.3,-7.5,-113,-8,-110,-8,-105,-8,-105,-8,-110,home,50.4,204,-107,204,-110,204,-105,204,-110,204,-110
20170104,20:29:47,away,Memphis,L.A. Clippers,46.1,-113,-125,-125,-125,-125,away,6.7,-1.5,-102,-1.5,-110,-1.5,-105,-2,-105,-1.5,-110,away,54.8,197,+102,196.5,-110,197,-105,197,-110,197,-115
20170104,20:29:47,home,L.A. Clippers,Memphis,53.9,+102,+105,+105,+105,+105,home,93.3,+1.5,-108,+1.5,-110,+1.5,-105,+2,-115,+1.5,-110,home,45.2,197,-112,196.5,-110,197,-105,197,-110,197,-105
20170105,20:29:52,away,Brooklyn,Indiana,40.9,+516,+475,+495,+425,+485,away,14.3,+10.5,+102,+10.5,-110,+10.5,-105,+11,-110,+10.5,-105,away,45.8,219.5,-105,219,-110,219,-105,219,-110,219,-110
20170105,20:29:52,home,Indiana,Brooklyn,59.1,-625,-650,-645,-650,-610,home,85.7,-10.5,-113,-10.5,-110,-10.5,-105,-11,-110,-10.5,-115,home,54.2,219.5,-105,219,-110,219,-105,219,-110,219,-110
20170105,20:29:52,away,Charlotte,Detroit,54.0,+190,+175,+180,+170,+180,away,52.3,+5.5,-108,+5,-110,+5,-105,+5,-115,+5,-107,away,56.7,208,+102,208,-110,208,-105,208,-110,208,-107
20170105,20:29:52,home,Detroit,Charlotte,46.0,-212,-210,-210,-200,-210,home,47.7,-5.5,-102,-5,-110,-5,-105,-5,-105,-5,-113,home,43.3,208,-113,208,-110,208,-105,208,-110,208,-113
20170105,20:29:52,away,Utah,Toronto,3.6,+180,+175,+175,+175,+185,away,2.6,+4.5,-103,+4.5,-110,+5,-105,+5,-110,+4.5,-105,away,59.4,197,-100,197,-110,197,-105,198,-110,197,-109
20170105,20:29:52,home,Toronto,Utah,96.4,-200,-210,-205,-210,-215,home,97.4,-4.5,-107,-4.5,-110,-5,-105,-5,-110,-4.5,-115,home,40.6,197,-110,197,-110,197,-105,198,-110,197,-111
20170105,20:29:52,away,Oklahoma City,Houston,65.1,+311,+315,+330,+290,+330,away,45.8,+7.5,-100,+8,-110,+8,-105,+8,-110,+8,-110,away,60.6,227.5,-113,227.5,-110,228,-105,228,-110,227.5,-115
20170105,20:29:52,home,Houston,Oklahoma City,34.9,-357,-380,-410,-380,-400,home,54.2,-7.5,-110,-8,-110,-8,-105,-8,-110,-8,-110,home,39.4,227.5,+102,227.5,-110,228,-105,228,-110,227.5,-105
20170105,20:29:52,away,Atlanta,New Orleans,0.0,+109,+115,+100,+105,+105,away,0.0,+2,-108,+2,-105,+2,-105,+1.5,-105,+2,-110,away,55.6,208.5,-101,208.5,-103,208,-105,208,-115,208.5,-110
20170105,20:29:52,home,New Orleans,Atlanta,100.0,-120,-125,-120,-125,-125,home,100.0,-2,-102,-2,-105,-2,-105,-1.5,-115,-2,-110,home,44.4,208.5,-109,208.5,-107,208,-105,208,-105,208.5,-110
20170105,20:29:52,away,Phoenix,Dallas,0.0,+201,+200,+195,+195,+200,away,44.4,+5.5,-103,+5.5,-105,+5.5,-105,+6,-110,+5.5,-110,away,63.3,206,-108,206,-107,206,-105,206,-115,206,-115
20170105,20:29:52,home,Dallas,Phoenix,100.0,-225,-220,-230,-235,-240,home,55.6,-5.5,-107,-5.5,-105,-5.5,-105,-6,-110,-5.5,-110,home,36.7,206,-102,206,-103,206,-105,206,-105,206,-105
20170105,20:29:52,away,San Antonio,Denver,60.0,-305,-300,-320,-320,-300,away,61.2,-7,+100,-7,-110,-7,-105,-7.5,-110,-7,-105,away,53.4,213,-108,213.5,-110,213.5,-105,213,-115,213.5,-110
20170105,20:29:52,home,Denver,San Antonio,40.0,+269,+250,+260,+260,+250,home,38.8,+7,-110,+7,-110,+7,-105,+7.5,-110,+7,-115,home,46.6,213,-102,213.5,-110,213.5,-105,213,-105,213.5,-110
20170105,20:29:52,away,L.A. Lakers,Portland,57.6,+231,+225,+240,+220,+225,away,45.9,+6.5,-105,+6.5,-110,+6.5,-105,+7,-110,+6.5,-110,away,58.8,222,-105,222,-110,221.5,-105,222,-105,222,-110
20170105,20:29:52,home,Portland,L.A. Lakers,42.4,-260,-265,-290,-260,-265,home,54.1,-6.5,-105,-6.5,-110,-6.5,-105,-7,-110,-6.5,-110,home,41.2,222,-105,222,-110,221.5,-105,222,-115,222,-110
20170106,20:29:58,away,Minnesota,Washington,47.2,+171,+170,+175,+170,+180,away,32.6,+4.5,-108,+4.5,-110,+4.5,-105,+5,-110,+4.5,-110,away,67.7,211.5,-102,211,-110,211.5,-105,212,-110,211.5,-110
20170106,20:29:58,home,Washington,Minnesota,52.8,-190,-200,-205,-200,-210,home,67.4,-4.5,-102,-4.5,-110,-4.5,-105,-5,-110,-4.5,-110,home,32.3,211.5,-108,211,-110,211.5,-105,212,-110,211.5,-110
