key,date,ml_time,team,opp_team,ml_consensus,ml_PIN,ml_FD,ml_HER,ml_BVD,ml_BOL,rl_time,rl_consensus,rl_PIN_line,rl_PIN_odds,rl_FD_line,rl_FD_odds,rl_HER_line,rl_HER_odds,rl_BVD_line,rl_BVD_odds,rl_BOL_line,rl_BOL_odds,tot_time,tot_consensus,tot_PIN_line,tot_PIN_odds,tot_FD_line,tot_FD_odds,tot_HER_line,tot_HER_odds,tot_BVD_line,tot_BVD_odds,tot_BOL_line,tot_BOL_odds
20191217,10:48:58,away,L.A. Lakers,Indiana,68.0,-110,-113,-115,-130,-110,away,59.0,-1,-105,+1,-125,-1.5,-105,-2,-105,-1,-105,away,54.0,212,-105,213.5,+103,213,-105,212,-115,213,-105
20191217,10:48:58,home,Indiana,L.A. Lakers,32.0,-100,+103,-105,+110,-110,home,41.0,+1,-105,-1,+105,+1.5,-105,+2,-115,+1,-115,home,46.0,212,-105,213.5,-123,213,-105,212,-105,213,-115
20191217,10:48:58,away,Sacramento,Charlotte,51.0,-203,-210,-225,-210,-210,away,55.0,-5,-105,-5,-108,-5.5,-105,-5.5,-110,-5,-113,away,56.0,207,-110,207.5,-105,208,-105,208.5,-110,207.5,-110
20191217,10:48:58,home,Charlotte,Sacramento,49.0,+180,+190,+190,+175,+180,home,45.0,+5,-105,+5,-102,+5.5,-105,+5.5,-110,+5,-107,home,44.0,207,-100,207.5,-105,208,-105,208.5,-110,207.5,-110
20191217,10:48:58,away,Atlanta,New York,51.0,+116,+115,+105,+110,+112,away,46.0,+2,-103,+2,-105,+2,-105,+2,-110,+2,-107,away,57.0,225,-106,225,-108,226,-105,225,-110,225.5,-110
20191217,10:48:58,home,New York,Atlanta,49.0,-129,-125,-125,-130,-132,home,54.0,-2,-107,-2,-105,-2,-105,-2,-110,-2,-113,home,43.0,225,-104,225,-102,226,-105,225,-110,225.5,-110
20191217,10:48:58,away,Brooklyn,New Orleans,62.0,-125,-125,-135,-140,-123,away,59.0,-2,-105,-2,-108,-2,-105,-2.5,-105,-2,-105,away,49.0,228.5,-102,228,-105,228,-105,228,-110,228.5,-111
20191217,10:48:58,home,New Orleans,Brooklyn,38.0,+113,+115,+115,+120,+103,home,41.0,+2,-105,+2,-102,+2,-105,+2.5,-115,+2,-115,home,51.0,228.5,-108,228,-105,228,-105,228,-110,228.5,-109
20191217,10:48:58,away,Orlando,Utah,40.0,+230,+235,+245,+230,+225,away,43.0,+6.5,-103,+6.5,-102,+7,-105,+7,-110,+6.5,-108,away,56.0,207.5,-105,207.5,-105,208.5,-105,208,-110,207.5,-112
20191217,10:48:58,home,Utah,Orlando,60.0,-264,-255,-305,-280,-275,home,57.0,-6.5,-107,-6.5,-108,-7,-105,-7,-110,-6.5,-112,home,44.0,207.5,-105,207.5,-105,208.5,-105,208,-110,207.5,-108
