key,date,ml_time,team,opp_team,ml_consensus,ml_PIN,ml_FD,ml_HER,ml_BVD,ml_BOL,rl_time,rl_consensus,rl_PIN_line,rl_PIN_odds,rl_FD_line,rl_FD_odds,rl_HER_line,rl_HER_odds,rl_BVD_line,rl_BVD_odds,rl_BOL_line,rl_BOL_odds,tot_time,tot_consensus,tot_PIN_line,tot_PIN_odds,tot_FD_line,tot_FD_odds,tot_HER_line,tot_HER_odds,tot_BVD_line,tot_BVD_odds,tot_BOL_line,tot_BOL_odds
20120101,13:46:01,away,MISSING,MISSING,NaN,,,,,,away,NaN,,,,,,,,,,,away,NaN,187.5,-105,186.5,-108,186,-110,187,-115,187,-110
20120101,13:46:01,away,MISSING,MISSING,NaN,,,,,,away,NaN,,,,,,,,,,,home,NaN,187.5,-105,186.5,-102,186,-110,187,-105,187,-110
20120101,13:46:01,away,MISSING,MISSING,NaN,,,,,,home,NaN,,,,,,.,,.,,,away,NaN,187.5,-105,186.5,-108,186,-110,187,-115,187,-110
20120101,13:46:01,away,MISSING,MISSING,NaN,,,,,,home,NaN,,,,,,.,,.,,,home,NaN,187.5,-105,186.5,-102,186,-110,187,-105,187,-110
20120101,13:46:01,home,MISSING,MISSING,NaN,,,.,.,,away,NaN,,,,,,,,,,,away,NaN,187.5,-105,186.5,-108,186,-110,187,-115,187,-110
20120101,13:46:01,home,MISSING,MISSING,NaN,,,.,.,,away,NaN,,,,,,,,,,,home,NaN,187.5,-105,186.5,-102,186,-110,187,-105,187,-110
20120101,13:46:01,home,MISSING,MISSING,NaN,,,.,.,,home,NaN,,,,,,.,,.,,,away,NaN,187.5,-105,186.5,-108,186,-110,187,-115,187,-110
20120101,13:46:01,home,MISSING,MISSING,NaN,,,.,.,,home,NaN,,,,,,.,,.,,,home,NaN,187.5,-105,186.5,-102,186,-110,187,-105,187,-110
20120101,13:46:01,away,Toronto,Orlando,0.0,+760,+650,+680,,+760,away,0.0,+12,-105,+11.5,-102,+11.5,-110,+12,-110,+12,-110,away,0.0,185.5,-105,185.5,-107,186,-110,186,-105,186,-110
20120101,13:46:01,home,Orlando,Toronto,0.0,-1000,-825,-980,,-1030,home,0.0,-12,-105,-11.5,-108,-11.5,-110,-12,-110,-12,-110,home,0.0,185.5,-105,185.5,-103,186,-110,186,-115,186,-110
20120101,13:46:01,away,Charlotte,Miami,0.0,+1300,+1475,+1305,,+1300,away,0.0,+14,-105,+14,-109,+14,-110,+14,-110,+14,-110,away,0.0,197.5,-105,197,-101,197,-110,197,-115,196.5,-110
20120101,13:46:01,home,Miami,Charlotte,0.0,-2100,-2250,-2005,,-2200,home,0.0,-14,-105,-14,-101,-14,-110,-14,-110,-14,-110,home,0.0,197.5,-105,197,-109,197,-110,197,-105,196.5,-110
20120101,13:46:01,away,Brooklyn,Cleveland,0.0,+119,+120,+110,,,away,0.0,+2.5,-105,+2.5,-107,+2,-110,+2.5,-110,+2.5,-110,away,0.0,187,-105,187,-105,186.5,-110,186,-110,187,-110
20120101,13:46:01,home,Cleveland,Brooklyn,0.0,-131,-130,-130,,-140,home,0.0,-2.5,-105,-2.5,-103,-2,-110,-2.5,-110,-2.5,-110,home,0.0,187,-105,187,-105,186.5,-110,186,-110,187,-110
20120101,13:46:01,away,Dallas,Minnesota,0.0,-138,-140,-140,-155,-140,away,0.0,-2.5,-105,-2.5,-105,-2.5,-110,-3,-110,-2.5,-110,away,0.0,201.5,-101,201,-105,201.5,-110,202,-105,201.5,-110
