key,date,ml_time,team,opp_team,ml_consensus,ml_PIN,ml_FD,ml_HER,ml_BVD,ml_BOL,rl_time,rl_consensus,rl_PIN_line,rl_PIN_odds,rl_FD_line,rl_FD_odds,rl_HER_line,rl_HER_odds,rl_BVD_line,rl_BVD_odds,rl_BOL_line,rl_BOL_odds,tot_time,tot_consensus,tot_PIN_line,tot_PIN_odds,tot_FD_line,tot_FD_odds,tot_HER_line,tot_HER_odds,tot_BVD_line,tot_BVD_odds,tot_BOL_line,tot_BOL_odds
20091027,12:56:38,away,Boston,Cleveland,0.0,+178,+175,,+165,+170,away,0.0,+5,-110,+5,-110,,,+5,-110,+5,-110,away,0.0,183.5,-106,183.5,-110,,,184,-110,183.5,-110
20091027,12:56:38,home,Cleveland,Boston,0.0,-191,-210,,-190,-205,home,0.0,-5,+100,-5,-110,,,-5,-110,-5,-110,home,0.0,183.5,-104,183.5,-110,,,184,-110,183.5,-110
20091027,12:56:38,away,Washington,Dallas,0.0,+360,+325,,+320,+325,away,0.0,+8,+105,+8.5,-110,,,+8.5,-110,+8.5,-110,away,0.0,209,-103,209,-110,,,209,-110,209,-110
20091027,12:56:38,home,Dallas,Washington,0.0,-400,-400,,-440,-450,home,0.0,-8,-115,-8.5,-110,,,-8.5,-110,-8.5,-110,home,0.0,209,-107,209,-110,,,209,-110,209,-110
20091027,12:56:38,away,Houston,Portland,0.0,+435,+400,,+375,+325,away,0.0,+8.5,+100,+9,-110,,,+9,-105,+8.5,-110,away,0.0,188,-108,188,-110,,,188,-110,187.5,-110
20091027,12:56:38,home,Portland,Houston,0.0,-475,-500,,-550,-450,home,0.0,-8.5,-110,-9,-110,,,-9,-115,-8.5,-110,home,0.0,188,-102,188,-110,,,188,-110,187.5,-110
20091027,12:56:38,away,L.A. Clippers,L.A. Lakers,0.0,+700,+625,,,+400,away,0.0,+11.5,-109,+11.5,-110,,,+12.5,-110,+11.5,-110,away,0.0,202,-109,202,-110,,,203,-110,202,-110
20091027,12:56:38,home,L.A. Lakers,L.A. Clippers,0.0,-770,-850,,,-600,home,0.0,-11.5,-101,-11.5,-110,,,-12.5,-110,-11.5,-110,home,0.0,202,-101,202,-110,,,203,-110,202,-110
20091028,12:56:42,away,Indiana,Atlanta,0.0,+300,+315,,+285,+280,away,0.0,+7.5,-108,+7.5,-110,,,+7.5,-110,+7.5,-110,away,0.0,205.5,-102,206,-110,,,205,-115,205,-110
20091028,12:56:42,home,Atlanta,Indiana,0.0,-330,-380,,-370,-350,home,0.0,-7.5,-102,-7.5,-110,,,-7.5,-110,-7.5,-110,home,0.0,205.5,-108,206,-110,,,205,-105,205,-110
20091028,12:56:42,away,Philadelphia,Orlando,0.0,+510,+460,,+450,+400,away,0.0,+10,-105,+10,-110,,,+10,-110,+10.5,-110,away,0.0,194.5,-103,194.5,-110,,,194,-110,194.5,-110
20091028,12:56:42,home,Orlando,Philadelphia,0.0,-560,-620,,-700,-600,home,0.0,-10,-105,-10,-110,,,-10,-110,-10.5,-110,home,0.0,194.5,-107,194.5,-110,,,194,-110,194.5,-110
20091028,12:56:42,away,Cleveland,Toronto,0.0,-300,-310,,-320,-300,away,0.0,-7,-110,-7.5,-110,,,-7.5,-110,-7,-110,away,0.0,194,-103,194,-110,,,194,-110,194,-110
20091028,12:56:42,home,Toronto,Cleveland,0.0,+270,+255,,+260,+250,home,0.0,+7,+100,+7.5,-110,,,+7.5,-110,+7,-110,home,0.0,194,-107,194,-110,,,194,-110,194,-110
20091028,12:56:42,away,Charlotte,Boston,0.0,+520,+450,,+450,+400,away,0.0,+10,-106,+10,-110,,,+10.5,-115,+10,-110,away,0.0,183,-105,183,-110,,,183,-110,182.5,-110
20091028,12:56:42,home,Boston,Charlotte,0.0,-570,-600,,-700,-600,home,0.0,-10,-104,-10,-110,,,-10.5,-105,-10,-110,home,0.0,183,-105,183,-110,,,183,-110,182.5,-110
20091028,12:56:42,away,New York,Miami,0.0,+190,+178,,+175,+180,away,0.0,+5,-106,+5,-110,,,+5,-110,+5,-110,away,0.0,206,+100,206,-110,,,207,-105,206.5,-110
20091028,12:56:42,home,Miami,New York,0.0,-210,-215,,-210,-220,home,0.0,-5,-104,-5,-110,,,-5,-110,-5,-110,home,0.0,206,-110,206,-110,,,,,206.5,-110
20091028,12:56:42,away,MISSING,MISSING,NaN,,,,,,away,NaN,,,,,,,,,,,away,NaN,191,-108,191,-110,,,191,-115,191.5,-110
20091028,12:56:42,away,MISSING,MISSING,NaN,,,,,,away,NaN,,,,,,,,,,,home,NaN,191,-102,191,-110,,,191,-105,191.5,-110
20091028,12:56:42,away,MISSING,MISSING,NaN,,,,,,away,NaN,,,,,,,,,,,away,NaN,194,-109,194,-110,,,194,-105,194,-110
20091028,12:56:42,away,MISSING,MISSING,NaN,,,,,,away,NaN,,,,,,,,,,,home,NaN,194,-101,194,-110,,,194,-115,194,-110
20091028,12:56:42,away,MISSING,MISSING,NaN,,,,,,home,NaN,,,,,,.,,.,,,away,NaN,191,-108,191,-110,,,191,-115,191.5,-110
20091028,12:56:42,away,MISSING,MISSING,NaN,,,,,,home,NaN,,,,,,.,,.,,,home,NaN,191,-102,191,-110,,,191,-105,191.5,-110
20091028,12:56:42,away,MISSING,MISSING,NaN,,,,,,home,NaN,,,,,,.,,.,,,away,NaN,194,-109,194,-110,,,194,-105,194,-110
20091028,12:56:42,away,MISSING,MISSING,NaN,,,,,,home,NaN,,,,,,.,,.,,,home,NaN,194,-101,194,-110,,,194,-115,194,-110
20091028,12:56:42,away,MISSING,MISSING,NaN,,,,,,away,NaN,,,,,,,,,,,away,NaN,191,-108,191,-110,,,191,-115,191.5,-110
20091028,12:56:42,away,MISSING,MISSING,NaN,,,,,,away,NaN,,,,,,,,,,,home,NaN,191,-102,191,-110,,,191,-105,191.5,-110
20091028,12:56:42,away,MISSING,MISSING,NaN,,,,,,away,NaN,,,,,,,,,,,away,NaN,194,-109,194,-110,,,194,-105,194,-110
20091028,12:56:42,away,MISSING,MISSING,NaN,,,,,,away,NaN,,,,,,,,,,,home,NaN,194,-101,194,-110,,,194,-115,194,-110
20091028,12:56:42,away,MISSING,MISSING,NaN,,,,,,home,NaN,,,,,,.,,.,,,away,NaN,191,-108,191,-110,,,191,-115,191.5,-110
20091028,12:56:42,away,MISSING,MISSING,NaN,,,,,,home,NaN,,,,,,.,,.,,,home,NaN,191,-102,191,-110,,,191,-105,191.5,-110
20091028,12:56:42,away,MISSING,MISSING,NaN,,,,,,home,NaN,,,,,,.,,.,,,away,NaN,194,-109,194,-110,,,194,-105,194,-110
20091028,12:56:42,away,MISSING,MISSING,NaN,,,,,,home,NaN,,,,,,.,,.,,,home,NaN,194,-101,194,-110,,,194,-115,194,-110
20091028,12:56:42,home,MISSING,MISSING,NaN,,,.,.,,away,NaN,,,,,,,,,,,away,NaN,191,-108,191,-110,,,191,-115,191.5,-110
20091028,12:56:42,home,MISSING,MISSING,NaN,,,.,.,,away,NaN,,,,,,,,,,,home,NaN,191,-102,191,-110,,,191,-105,191.5,-110
20091028,12:56:42,home,MISSING,MISSING,NaN,,,.,.,,away,NaN,,,,,,,,,,,away,NaN,194,-109,194,-110,,,194,-105,194,-110
20091028,12:56:42,home,MISSING,MISSING,NaN,,,.,.,,away,NaN,,,,,,,,,,,home,NaN,194,-101,194,-110,,,194,-115,194,-110
20091028,12:56:42,home,MISSING,MISSING,NaN,,,.,.,,home,NaN,,,,,,.,,.,,,away,NaN,191,-108,191,-110,,,191,-115,191.5,-110
20091028,12:56:42,home,MISSING,MISSING,NaN,,,.,.,,home,NaN,,,,,,.,,.,,,home,NaN,191,-102,191,-110,,,191,-105,191.5,-110
20091028,12:56:42,home,MISSING,MISSING,NaN,,,.,.,,home,NaN,,,,,,.,,.,,,away,NaN,194,-109,194,-110,,,194,-105,194,-110
20091028,12:56:42,home,MISSING,MISSING,NaN,,,.,.,,home,NaN,,,,,,.,,.,,,home,NaN,194,-101,194,-110,,,194,-115,194,-110
20091028,12:56:42,home,MISSING,MISSING,NaN,,,.,.,,away,NaN,,,,,,,,,,,away,NaN,191,-108,191,-110,,,191,-115,191.5,-110
20091028,12:56:42,home,MISSING,MISSING,NaN,,,.,.,,away,NaN,,,,,,,,,,,home,NaN,191,-102,191,-110,,,191,-105,191.5,-110
20091028,12:56:42,home,MISSING,MISSING,NaN,,,.,.,,away,NaN,,,,,,,,,,,away,NaN,194,-109,194,-110,,,194,-105,194,-110
20091028,12:56:42,home,MISSING,MISSING,NaN,,,.,.,,away,NaN,,,,,,,,,,,home,NaN,194,-101,194,-110,,,194,-115,194,-110
20091028,12:56:42,home,MISSING,MISSING,NaN,,,.,.,,home,NaN,,,,,,.,,.,,,away,NaN,191,-108,191,-110,,,191,-115,191.5,-110
20091028,12:56:42,home,MISSING,MISSING,NaN,,,.,.,,home,NaN,,,,,,.,,.,,,home,NaN,191,-102,191,-110,,,191,-105,191.5,-110
20091028,12:56:42,home,MISSING,MISSING,NaN,,,.,.,,home,NaN,,,,,,.,,.,,,away,NaN,194,-109,194,-110,,,194,-105,194,-110
20091028,12:56:42,home,MISSING,MISSING,NaN,,,.,.,,home,NaN,,,,,,.,,.,,,home,NaN,194,-101,194,-110,,,194,-115,194,-110
