date,key,ml_BOL,ml_BVD,ml_FD,ml_HER,ml_PIN,ml_time,opp_team,rl_BOL_line,rl_BOL_odds,rl_BVD_line,rl_BVD_odds,rl_FD_line,rl_FD_odds,rl_HER_line,rl_HER_odds,rl_PIN_line,rl_PIN_odds,rl_time,team,tot_BOL_line,tot_BOL_odds,tot_BVD_line,tot_BVD_odds,tot_FD_line,tot_FD_odds,tot_HER_line,tot_HER_odds,tot_PIN_line,tot_PIN_odds,tot_time
01:02:27,20150101,,,,,,away,Chicago,,,,,,,,,,,away,Denver,,,,,,,,,,,away
01:02:27,20150101,,,,,,home,Denver,,,,,,,,,,,home,Chicago,,,,,,,,,,,home
01:02:27,20150101,,,,,,away,Minnesota,,,,,,,,,,,away,Sacramento,,,,,,,,,,,away
01:02:27,20150101,,,,,,home,Sacramento,,,,,,,,,,,home,Minnesota,,,,,,,,,,,home
01:02:30,20150102,,,,,,away,Charlotte,,,,,,,,,,,away,Cleveland,,,,,,,,,,,away
01:02:30,20150102,,,,,,home,Cleveland,,,,,,,,,,,home,Charlotte,,,,,,,,,,,home
01:02:30,20150102,,,,,,away,Orlando,,,,,,,,,,,away,Brooklyn,,,,,,,,,,,away
01:02:30,20150102,,,,,,home,Brooklyn,,,,,,,,,,,home,Orlando,,,,,,,,,,,home
01:02:30,20150102,,,,,,away,Boston,,,,,,,,,,,away,Dallas,,,,,,,,,,,away
01:02:30,20150102,,,,,,home,Dallas,,,,,,,,,,,home,Boston,,,,,,,,,,,home
01:02:30,20150102,,,,,,away,New York,,,,,,,,,,,away,Detroit,,,,,,,,,,,away
01:02:30,20150102,,,,,,home,Detroit,,,,,,,,,,,home,New York,,,,,,,,,,,home
01:02:30,20150102,,,,,,away,Oklahoma City,,,,,,,,,,,away,Washington,,,,,,,,,,,away
01:02:30,20150102,,,,,,home,Washington,,,,,,,,,,,home,Oklahoma City,,,,,,,,,,,home
01:02:30,20150102,,,,,,away,New Orleans,,,,,,,,,,,away,Houston,,,,,,,,,,,away
01:02:30,20150102,,,,,,home,Houston,,,,,,,,,,,home,New Orleans,,,,,,,,,,,home
01:02:30,20150102,,,,,,away,Milwaukee,,,,,,,,,,,away,Indiana,,,,,,,,,,,away
01:02:30,20150102,,,,,,home,Indiana,,,,,,,,,,,home,Milwaukee,,,,,,,,,,,home
01:02:30,20150102,,,,,,away,Phoenix,,,,,,,,,,,away,Philadelphia,,,,,,,,,,,away
01:02:30,20150102,,,,,,home,Philadelphia,,,,,,,,,,,home,Phoenix,,,,,,,,,,,home
01:02:30,20150102,,,,,,away,Utah,,,,,,,,,,,away,Atlanta,,,,,,,,,,,away
01:02:30,20150102,,,,,,home,Atlanta,,,,,,,,,,,home,Utah,,,,,,,,,,,home
01:02:30,20150102,,,,,,away,Golden State,,,,,,,,,,,away,Toronto,,,,,,,,,,,away
01:02:30,20150102,,,,,,home,Toronto,,,,,,,,,,,home,Golden State,,,,,,,,,,,home
01:02:30,20150102,,,,,,away,L.A. Lakers,,,,,,,,,,,away,Memphis,,,,,,,,,,,away
01:02:30,20150102,,,,,,home,Memphis,,,,,,,,,,,home,L.A. Lakers,,,,,,,,,,,home
01:02:36,20150103,,,,,,away,Houston,,,,,,,,,,,away,Miami,,,,,,,,,,,away
01:02:36,20150103,,,,,,home,Miami,,,,,,,,,,,home,Houston,,,,,,,,,,,home
01:02:36,20150103,,,,,,away,Chicago,,,,,,,,,,,away,Boston,,,,,,,,,,,away
01:02:36,20150103,,,,,,home,Boston,,,,,,,,,,,home,Chicago,,,,,,,,,,,home
01:02:36,20150103,,,,,,away,Minnesota,,,,,,,,,,,away,Utah,,,,,,,,,,,away
01:02:36,20150103,,,,,,home,Utah,,,,,,,,,,,home,Minnesota,,,,,,,,,,,home
01:02:36,20150103,,,,,,away,San Antonio,,,,,,,,,,,away,Washington,,,,,,,,,,,away
01:02:36,20150103,,,,,,home,Washington,,,,,,,,,,,home,San Antonio,,,,,,,,,,,home
01:02:36,20150103,,,,,,away,Denver,,,,,,,,,,,away,Memphis,,,,,,,,,,,away
01:02:36,20150103,,,,,,home,Memphis,,,,,,,,,,,home,Denver,,,,,,,,,,,home
01:02:36,20150103,,,,,,away,Portland,,,,,,,,,,,away,Atlanta,,,,,,,,,,,away
01:02:36,20150103,,,,,,home,Atlanta,,,,,,,,,,,home,Portland,,,,,,,,,,,home
01:02:36,20150103,,,,,,away,L.A. Clippers,,,,,,,,,,,away,Philadelphia,,,,,,,,,,,away
01:02:36,20150103,,,,,,home,Philadelphia,,,,,,,,,,,home,L.A. Clippers,,,,,,,,,,,home
01:02:40,20150104,,,,,,away,Cleveland,,,,,,,,,,,away,Dallas,,,,,,,,,,,away
01:02:40,20150104,,,,,,home,Dallas,,,,,,,,,,,home,Cleveland,,,,,,,,,,,home
01:02:40,20150104,,,,,,away,Detroit,,,,,,,,,,,away,Sacramento,,,,,,,,,,,away
01:02:40,20150104,,,,,,home,Sacramento,,,,,,,,,,,home,Detroit,,,,,,,,,,,home
01:02:40,20150104,,,,,,away,Miami,,,,,,,,,,,away,Brooklyn,,,,,,,,,,,away
01:02:40,20150104,,,,,,home,Brooklyn,,,,,,,,,,,home,Miami,,,,,,,,,,,home
01:02:40,20150104,,,,,,away,New York,,,,,,,,,,,away,Milwaukee,,,,,,,,,,,away
01:02:40,20150104,,,,,,home,Milwaukee,,,,,,,,,,,home,New York,,,,,,,,,,,home
01:02:40,20150104,,,,,,away,Phoenix,,,,,,,,,,,away,Toronto,,,,,,,,,,,away
01:02:40,20150104,,,,,,home,Toronto,,,,,,,,,,,home,Phoenix,,,,,,,,,,,home
01:02:40,20150104,,,,,,away,L.A. Lakers,,,,,,,,,,,away,Indiana,,,,,,,,,,,away
01:02:40,20150104,,,,,,home,Indiana,,,,,,,,,,,home,L.A. Lakers,,,,,,,,,,,home
01:02:44,20150105,,,,,,away,Philadelphia,,,,,,,,,,,away,Cleveland,,,,,,,,,,,away
01:02:44,20150105,,,,,,home,Cleveland,,,,,,,,,,,home,Philadelphia,,,,,,,,,,,home
01:02:44,20150105,,,,,,away,Boston,,,,,,,,,,,away,Charlotte,,,,,,,,,,,away
01:02:44,20150105,,,,,,home,Charlotte,,,,,,,,,,,home,Boston,,,,,,,,,,,home
01:02:44,20150105,,,,,,away,Brooklyn,,,,,,,,,,,away,Dallas,,,,,,,,,,,away
01:02:44,20150105,,,,,,home,Dallas,,,,,,,,,,,home,Brooklyn,,,,,,,,,,,home
01:02:44,20150105,,,,,,away,New Orleans,,,,,,,,,,,away,Washington,,,,,,,,,,,away
01:02:44,20150105,,,,,,home,Washington,,,,,,,,,,,home,New Orleans,,,,,,,,,,,home
01:02:44,20150105,,,,,,away,Memphis,,,,,,,,,,,away,New York,,,,,,,,,,,away
01:02:44,20150105,,,,,,home,New York,,,,,,,,,,,home,Memphis,,,,,,,,,,,home
01:02:44,20150105,,,,,,away,Chicago,,,,,,,,,,,away,Houston,,,,,,,,,,,away
01:02:44,20150105,,,,,,home,Houston,,,,,,,,,,,home,Chicago,,,,,,,,,,,home
01:02:44,20150105,,,,,,away,Minnesota,,,,,,,,,,,away,Denver,,,,,,,,,,,away
01:02:44,20150105,,,,,,home,Denver,,,,,,,,,,,home,Minnesota,,,,,,,,,,,home
01:02:44,20150105,,,,,,away,Utah,,,,,,,,,,,away,Indiana,,,,,,,,,,,away
01:02:44,20150105,,,,,,home,Indiana,,,,,,,,,,,home,Utah,,,,,,,,,,,home
01:02:44,20150105,,,,,,away,Portland,,,,,,,,,,,away,L.A. Lakers,,,,,,,,,,,away
01:02:44,20150105,,,,,,home,L.A. Lakers,,,,,,,,,,,home,Portland,,,,,,,,,,,home
01:02:44,20150105,,,,,,away,Golden State,,,,,,,,,,,away,Oklahoma City,,,,,,,,,,,away
01:02:44,20150105,,,,,,home,Oklahoma City,,,,,,,,,,,home,Golden State,,,,,,,,,,,home
01:02:49,20150106,,,,,,away,Milwaukee,,,,,,,,,,,away,Phoenix,,,,,,,,,,,away
01:02:49,20150106,,,,,,home,Phoenix,,,,,,,,,,,home,Milwaukee,,,,,,,,,,,home
01:02:49,20150106,,,,,,away,San Antonio,,,,,,,,,,,away,Detroit,,,,,,,,,,,away
01:02:49,20150106,,,,,,home,Detroit,,,,,,,,,,,home,San Antonio,,,,,,,,,,,home
01:02:53,20150107,,,,,,away,Washington,,,,,,,,,,,away,New York,,,,,,,,,,,away
01:02:53,20150107,,,,,,home,New York,,,,,,,,,,,home,Washington,,,,,,,,,,,home
01:02:53,20150107,,,,,,away,Charlotte,,,,,,,,,,,away,New Orleans,,,,,,,,,,,away
01:02:53,20150107,,,,,,home,New Orleans,,,,,,,,,,,home,Charlotte,,,,,,,,,,,home
01:02:53,20150107,,,,,,away,Philadelphia,,,,,,,,,,,away,Milwaukee,,,,,,,,,,,away
