key,date,ml_time,team,opp_team,ml_PIN,ml_FD,ml_HER,ml_BVD,ml_BOL,rl_time,rl_PIN_line,rl_PIN_odds,rl_FD_line,rl_FD_odds,rl_HER_line,rl_HER_odds,rl_BVD_line,rl_BVD_odds,rl_BOL_line,rl_BOL_odds,tot_time,tot_PIN_line,tot_PIN_odds,tot_FD_line,tot_FD_odds,tot_HER_line,tot_HER_odds,tot_BVD_line,tot_BVD_odds,tot_BOL_line,tot_BOL_odds
20170101,01:34:29,away,Orlando,Indiana,+211,+205,+205,+200,+205,away,+6,-104,+6,-110,+6,-105,+6,-110,+6,-110,away,209.5,-105,209.5,-110,209.5,-105,210,-110,209.5,-110
20170101,01:34:29,home,Indiana,Orlando,-237,-245,-245,-240,-245,home,-6,-106,-6,-110,-6,-105,-6,-110,-6,-110,home,209.5,-105,209.5,-110,209.5,-105,210,-110,209.5,-110
20170101,01:34:29,away,San Antonio,Atlanta,-206,-210,-205,-210,-210,away,-5,-100,-5,-110,-5,-105,-5,-115,-5,-105,away,199.5,+102,199.5,-110,199.5,-105,200,-105,199.5,-110
20170101,01:34:29,home,Atlanta,San Antonio,+185,+175,+175,+175,+180,home,+5,-110,+5,-110,+5,-105,+5,-105,+5,-115,home,199.5,-113,199.5,-110,199.5,-105,200,-115,199.5,-110
20170101,01:34:29,away,Detroit,Miami,-272,-280,-280,-275,-285,away,-6.5,-107,-6.5,-110,-6.5,-105,-6.5,-110,-6.5,-107,away,,,198.5,-110,198.5,-105,198,-115,198,-115
20170101,01:34:29,home,Miami,Detroit,+241,+240,+230,+235,+240,home,+6.5,-103,+6.5,-110,+6.5,-105,+6.5,-110,+6.5,-113,home,,,198.5,-110,198.5,-105,198,-105,198,-105
20170101,01:34:29,away,Portland,Minnesota,+215,+210,+210,+210,+205,away,+6,-101,+6.5,-117,+6,-105,+6,-110,+6,-110,away,208,-108,208.5,-103,208,-105,209,-105,208,-110
20170101,01:34:29,home,Minnesota,Portland,-241,-250,-250,-250,-245,home,-6,-109,-6.5,-103,-6,-105,-6,-110,-6,-110,home,208,-102,208.5,-117,208,-105,209,-115,208,-110
20170101,01:34:29,away,Toronto,L.A. Lakers,-345,-360,-370,-380,-360,away,-8,-100,-8,-110,-8,-105,-8.5,-110,-8,-112,away,218,-102,218,-110,217.5,-105,219,-105,218,-110
20170101,01:34:29,home,L.A. Lakers,Toronto,+301,+300,+300,+290,+300,home,+8,-110,+8,-110,+8,-105,+8.5,-110,+8,-108,home,218,-108,218,-110,217.5,-105,219,-115,218,-110
20170102,01:34:33,away,Oklahoma City,Milwaukee,+111,+110,+105,-105,+107,away,+1.5,+102,+2,-110,+1.5,-105,+1.5,-115,+1.5,-105,away,213.5,-103,213.5,-110,214,-105,214,-110,214,-105
20170102,01:34:33,home,Milwaukee,Oklahoma City,-123,-130,-125,-115,-127,home,-1.5,-113,-2,-110,-1.5,-105,-1.5,-105,-1.5,-115,home,213.5,-107,213.5,-110,214,-105,214,-110,214,-115
20170102,01:34:33,away,New Orleans,Cleveland,+400,+360,+370,+375,+375,away,+9,-101,+9,-110,+9,-105,+9.5,-115,+9,-110,away,217.5,-103,218,-110,218,-105,218,-115,218,-110
20170102,01:34:33,home,Cleveland,New Orleans,-470,-450,-470,-550,-450,home,-9,-109,-9,-110,-9,-105,-9.5,-105,-9,-110,home,217.5,-107,218,-110,218,-105,218,-105,218,-110
20170102,01:34:33,away,Utah,Brooklyn,-271,-280,-305,-300,-280,away,-6.5,-102,,,-6.5,-105,-7,-105,-6.5,-110,away,206,-103,206.5,-110,206.5,-105,206,-110,206,-115
20170102,01:34:33,home,Brooklyn,Utah,+240,+240,+245,+250,+235,home,+6.5,-108,,,+6.5,-105,+7,-115,+6.5,-110,home,206,-107,206.5,-110,206.5,-105,206,-110,206,-105
20170102,01:34:33,away,Orlando,New York,+155,+155,+150,+150,+155,away,+4,-105,+4,-110,+4,-105,,,+4,-110,away,211,-110,211,-110,210.5,-105,210,-110,211,-110
20170102,01:34:33,home,New York,Orlando,-172,-175,-170,-170,-175,home,-4,-105,-4,-110,-4,-105,,,-4,-110,home,211,-100,211,-110,210.5,-105,210,-110,211,-110
20170102,01:34:33,away,Washington,Houston,+298,+290,+285,+290,+280,away,+7.5,-109,+7.5,-110,+7.5,-105,+8,-110,+7.5,-115,away,230.5,-112,230.5,-110,231,-105,231,-110,230.5,-115
20170102,01:34:33,home,Houston,Washington,-341,-350,-355,-380,-335,home,-7.5,-101,-7.5,-110,-7.5,-105,-8,-110,-7.5,-105,home,230.5,+102,230.5,-110,231,-105,231,-110,230.5,-105
20170102,01:34:33,away,Charlotte,Chicago,-115,-118,-120,-120,-120,away,-1.5,-103,-1.5,-110,-1.5,-105,-1.5,-110,-1,-110,away,199.5,-106,199.5,-110,199.5,-105,199,-115,199,-115
