key,date,ml_time,team,opp_team,ml_PIN,ml_FD,ml_HER,ml_BVD,ml_BOL,rl_time,rl_PIN_line,rl_PIN_odds,rl_FD_line,rl_FD_odds,rl_HER_line,rl_HER_odds,rl_BVD_line,rl_BVD_odds,rl_BOL_line,rl_BOL_odds,tot_time,tot_PIN_line,tot_PIN_odds,tot_FD_line,tot_FD_odds,tot_HER_line,tot_HER_odds,tot_BVD_line,tot_BVD_odds,tot_BOL_line,tot_BOL_odds
20120101,23:59:46,away,MISSING,MISSING,,,,,,away,,,,,,,,,,,away,187.5,-105,186.5,-108,186,-110,187,-115,187,-110
20120101,23:59:46,away,MISSING,MISSING,,,,,,away,,,,,,,,,,,home,187.5,-105,186.5,-102,186,-110,187,-105,187,-110
20120101,23:59:46,away,MISSING,MISSING,,,,,,home,,,,,,.,,.,,,away,187.5,-105,186.5,-108,186,-110,187,-115,187,-110
20120101,23:59:46,away,MISSING,MISSING,,,,,,home,,,,,,.,,.,,,home,187.5,-105,186.5,-102,186,-110,187,-105,187,-110
20120101,23:59:46,home,MISSING,MISSING,,,.,.,,away,,,,,,,,,,,away,187.5,-105,186.5,-108,186,-110,187,-115,187,-110
20120101,23:59:46,home,MISSING,MISSING,,,.,.,,away,,,,,,,,,,,home,187.5,-105,186.5,-102,186,-110,187,-105,187,-110
20120101,23:59:46,home,MISSING,MISSING,,,.,.,,home,,,,,,.,,.,,,away,187.5,-105,186.5,-108,186,-110,187,-115,187,-110
20120101,23:59:46,home,MISSING,MISSING,,,.,.,,home,,,,,,.,,.,,,home,187.5,-105,186.5,-102,186,-110,187,-105,187,-110
20120101,23:59:46,away,Toronto,Orlando,+760,+650,+680,,+760,away,+12,-105,+11.5,-102,+11.5,-110,+12,-110,+12,-110,away,185.5,-105,185.5,-107,186,-110,186,-105,186,-110
20120101,23:59:46,home,Orlando,Toronto,-1000,-825,-980,,-1030,home,-12,-105,-11.5,-108,-11.5,-110,-12,-110,-12,-110,home,185.5,-105,185.5,-103,186,-110,186,-115,186,-110
20120101,23:59:46,away,Charlotte,Miami,+1300,+1475,+1305,,+1300,away,+14,-105,+14,-109,+14,-110,+14,-110,+14,-110,away,197.5,-105,197,-101,197,-110,197,-115,196.5,-110
20120101,23:59:46,home,Miami,Charlotte,-2100,-2250,-2005,,-2200,home,-14,-105,-14,-101,-14,-110,-14,-110,-14,-110,home,197.5,-105,197,-109,197,-110,197,-105,196.5,-110
20120101,23:59:46,away,Brooklyn,Cleveland,+119,,+110,,,away,+2.5,-105,+2.5,-107,+2,-110,+2.5,-110,+2.5,-110,away,187,-105,187,-105,186.5,-110,186,-110,187,-110
20120101,23:59:46,home,Cleveland,Brooklyn,-131,-130,-130,,-140,home,-2.5,-105,-2.5,-103,-2,-110,-2.5,-110,-2.5,-110,home,187,-105,187,-105,186.5,-110,186,-110,187,-110
20120101,23:59:46,away,Dallas,Minnesota,-138,-140,-140,-155,-140,away,-2.5,-105,-2.5,-105,-2.5,-110,-3,-110,-2.5,-110,away,201.5,-101,201,-105,201.5,-110,202,-105,201.5,-110
20120101,23:59:46,home,Minnesota,Dallas,,,+120,+135,+120,home,+2.5,-105,+2.5,-105,+2.5,-110,+3,-110,+2.5,-110,home,201.5,-109,201,-105,201.5,-110,202,-115,201.5,-110
20120101,23:59:46,away,Memphis,Chicago,+244,+248,+240,+255,,away,+6.5,-104,+6.5,-101,+7,-110,+7,-115,+6.5,-110,away,187.5,-102,187.5,-103,187.5,-110,188,-110,187.5,-110
20120101,23:59:46,home,Chicago,Memphis,-275,-270,-300,-310,-275,home,-6.5,-106,-6.5,-109,-7,-110,-7,-105,-6.5,-110,home,187.5,-108,187.5,-107,187.5,-110,188,-110,187.5,-110
20120101,23:59:46,away,L.A. Lakers,Denver,+197,,,,,away,+5.5,-102,+5.5,-103,+6,-110,+5.5,-115,+5,-105,away,199,-102,199,-105,199.5,-110,199,-110,199,-110
20120101,23:59:46,home,Denver,L.A. Lakers,-220,-220,,-225,,home,-5.5,-108,-5.5,-107,-6,-110,-5.5,-105,-5,-115,home,199,-108,199,-105,199.5,-110,199,-110,199,-110
20120101,23:59:46,away,New Orleans,Sacramento,+158,+160,+165,+150,+150,away,+4,-105,+4,-105,+4.5,-110,+4,-110,,,away,184,-105,183.5,-107,184.5,-110,184,-105,183.5,-110
20120101,23:59:46,home,Sacramento,New Orleans,-175,-170,-185,-170,,home,-4,-105,-4,-105,-4.5,-110,-4,-110,-4,-110,home,184,-105,183.5,-103,184.5,-110,184,-115,183.5,-110
20120101,23:59:46,away,Portland,L.A. Clippers,+130,+135,+140,+135,+135,away,+3,-105,+3,-102,+3.5,-110,+3.5,-110,+3,-105,away,199,-104,199,-105,199.5,-110,200,-110,199,-110
20120101,23:59:46,home,L.A. Clippers,Portland,-144,-145,-160,-155,-155,home,-3,-105,-3,-108,-3.5,-110,-3.5,-110,-3,-115,home,199,-106,199,-105,199.5,-110,200,-110,199,-110
20120102,23:59:52,away,Golden State,Phoenix,+160,+160,+165,+160,+165,away,+4.5,-105,+4.5,-105,+4.5,-110,+4.5,-110,+4.5,-110,away,193.5,+100,193,-108,193,-110,193,-115,193,-110
20120102,23:59:52,home,Phoenix,Golden State,,-170,,-180,-190,home,-4.5,-105,-4.5,-105,-4.5,-110,-4.5,-110,-4.5,-110,home,193.5,-110,193,-102,193,-110,193,-105,193,-110
20120102,23:59:52,away,Toronto,New York,+350,+350,+345,+320,+330,away,+8.5,-105,+8.5,-109,+8.5,-110,+9,-115,+8.5,-110,away,200,-105,200,-105,199.5,-110,200,-110,200,-110
20120102,23:59:52,home,New York,Toronto,,-395,-435,-440,,home,-8.5,-105,-8.5,-101,-8.5,-110,-9,-105,-8.5,-110,home,200,-105,200,-105,199.5,-110,200,-110,200,-110
20120102,23:59:52,away,Washington,Boston,+597,+600,+590,,+600,away,+10.5,-105,+10.5,-105,+10.5,-110,+11,-115,+10.5,-110,away,187.5,-105,187.5,-107,188,-110,188,-105,187.5,-110
20120102,23:59:52,home,Boston,Washington,-740,-750,-840,,-780,home,-10.5,-105,-10.5,-105,-10.5,-110,-11,-105,-10.5,-110,home,187.5,-105,187.5,-103,188,-110,188,-115,187.5,-110
20120102,23:59:52,away,Indiana,Brooklyn,-250,-245,-265,-265,-260,away,-6,-105,-6,-109,-6.5,-110,-6,-110,-6,-110,away,180.5,-105,18.5,-105,181,-110,180,-110,180,-110
20120102,23:59:52,home,Brooklyn,Indiana,+222,+225,+215,+225,+220,home,+6,-105,+6,-101,+6.5,-110,+6,-110,+6,-110,home,180.5,-105,18.5,-105,181,-110,180,-110,180,-110
20120102,23:59:52,away,Atlanta,Miami,+534,+515,+525,+450,+495,away,+9.5,+100,+9.5,-103,+10,-110,+10,-115,+9.5,-110,away,194,-110,194,-108,195,-105,194,-110,194,-110
20120102,23:59:52,home,Miami,Atlanta,,-620,-725,-700,-625,home,-9.5,-110,-9.5,-107,-10,-110,-10,-105,-9.5,-110,home,194,+100,194,-102,195,-115,194,-110,194,-110
20120102,23:59:52,away,Orlando,Detroit,-205,-200,-200,-210,-220,away,-5,-105,-5,-108,-5,-110,-5.5,-105,-5,-115,away,184,-105,184.5,-105,184.5,-110,184,-110,184,-110
20120102,23:59:52,home,Detroit,Orlando,+184,+185,+170,+175,+190,home,+5,-105,+5,-102,+5,-110,+5.5,-115,+5,-105,home,184,-105,184.5,-105,184.5,-110,184,-110,184,-110
20120102,23:59:52,away,San Antonio,Minnesota,-195,-190,-200,,-215,away,-5,-104,-5,-108,-5,-110,-5,-110,-5,-110,away,196.5,-101,196.5,-108,196.5,-110,197,-105,196.5,-110
20120102,23:59:52,home,Minnesota,San Antonio,+175,+175,+175,+180,+185,home,+5,-106,+5,-102,+5,-110,+5,-110,+5,-110,home,196.5,-109,196.5,-102,196.5,-110,197,-115,196.5,-110
20120102,23:59:52,away,MISSING,MISSING,,,,,,away,,,,,,,,,,,away,196.5,-105,196.5,-105,196.5,-110,196,-115,196.5,-110
20120102,23:59:52,away,MISSING,MISSING,,,,,,away,,,,,,,,,,,home,196.5,-105,196.5,-105,196.5,-110,196,-105,196.5,-110
20120102,23:59:52,away,MISSING,MISSING,,,,,,away,,,,,,,,,,,away,180,-105,179.5,-104,180,-110,179,-115,179.5,-110
20120102,23:59:52,away,MISSING,MISSING,,,,,,away,,,,,,,,,,,home,180,-105,179.5,-106,180,-110,179,-105,179.5,-110
20120102,23:59:52,away,MISSING,MISSING,,,,,,home,,,,,,.,,.,,,away,196.5,-105,196.5,-105,196.5,-110,196,-115,196.5,-110
20120102,23:59:52,away,MISSING,MISSING,,,,,,home,,,,,,.,,.,,,home,196.5,-105,196.5,-105,196.5,-110,196,-105,196.5,-110
20120102,23:59:52,away,MISSING,MISSING,,,,,,home,,,,,,.,,.,,,away,180,-105,179.5,-104,180,-110,179,-115,179.5,-110
20120102,23:59:52,away,MISSING,MISSING,,,,,,home,,,,,,.,,.,,,home,180,-105,179.5,-106,180,-110,179,-105,179.5,-110
20120102,23:59:52,away,MISSING,MISSING,,,,,,away,,,,,,,,,,,away,196.5,-105,196.5,-105,196.5,-110,196,-115,196.5,-110
