key,date,ml_time,team,opp_team,ml_PIN,ml_FD,ml_HER,ml_BVD,ml_BOL,rl_time,rl_PIN_line,rl_PIN_odds,rl_FD_line,rl_FD_odds,rl_HER_line,rl_HER_odds,rl_BVD_line,rl_BVD_odds,rl_BOL_line,rl_BOL_odds,tot_time,tot_PIN_line,tot_PIN_odds,tot_FD_line,tot_FD_odds,tot_HER_line,tot_HER_odds,tot_BVD_line,tot_BVD_odds,tot_BOL_line,tot_BOL_odds
20180101,11:08:51,away,Milwaukee,Toronto,+205,+200,+205,+205,+200,away,+6,-106,+6,-107,+6,-105,+6,-110,+6,-110,away,213,-105,213,-107,213,-105,213,-115,212.5,-112
20180101,11:08:51,home,Toronto,Milwaukee,-230,-220,-245,-245,-240,home,-6,-104,-6,-103,-6,-105,-6,-110,-6,-110,home,213,-105,213,-103,213,-105,213,-105,212.5,-108
20180101,11:08:51,away,Orlando,Brooklyn,+107,+110,+105,+105,+103,away,+1.5,-102,+1.5,-103,+1.5,-105,+2,-110,+1.5,-109,away,219,-105,219,-105,219.5,-105,219,-110,219,-111
20180101,11:08:51,home,Brooklyn,Orlando,-118,-120,-125,-125,-123,home,-1.5,-108,-1.5,-107,-1.5,-105,-2,-110,-1.5,-111,home,219,-105,219,-105,219.5,-105,219,-110,219,-109
20180101,11:08:51,away,L.A. Lakers,Minnesota,+412,+400,+445,+335,+405,away,+9.5,+102,+9.5,-101,+10,-105,+9.5,-105,+9.5,-105,away,214,-105,214,-107,214,-105,214,-115,214.5,-101
20180101,11:08:51,home,Minnesota,L.A. Lakers,-485,-450,-570,-470,-480,home,-9.5,-113,-9.5,-109,-10,-105,-9.5,-115,-9.5,-115,home,214,-105,214,-103,214,-105,214,-105,214.5,-119
20180101,11:08:51,away,Portland,Chicago,+133,+135,+130,+140,+132,away,+3,-107,+3,-106,+3,-105,+3.5,-110,+3,-115,away,201.5,-105,201.5,-105,201.5,-105,202,-110,201.5,-110
20180101,11:08:51,home,Chicago,Portland,-147,-145,-150,-160,-152,home,-3,-103,-3,-104,-3,-105,-3.5,-110,-3,-105,home,201.5,-105,201.5,-105,201.5,-105,202,-110,201.5,-110
20180102,11:08:54,away,Portland,Cleveland,+346,+375,+375,+375,+340,away,+8.5,-105,+8.5,-103,+9,-105,+9,-115,+8.5,-109,away,216.5,-105,215.5,-105,216,-105,216,-110,216.5,-113
20180102,11:08:54,home,Cleveland,Portland,-400,-420,-475,-550,-410,home,-8.5,-105,-8.5,-107,-9,-105,-9,-105,-8.5,-111,home,216.5,-105,215.5,-105,216,-105,216,-110,216.5,-107
20180102,11:08:54,away,San Antonio,New York,-202,-195,-205,-220,-215,away,-5.5,-103,-5.5,-102,-5,-105,-5.5,-105,-5.5,-108,away,201,-103,200.5,-102,200.5,-105,200,-115,201,-110
