key,date,ml_time,team,opp_team,ml_PIN,ml_FD,ml_HER,ml_BVD,ml_BOL,rl_time,rl_PIN_line,rl_PIN_odds,rl_FD_line,rl_FD_odds,rl_HER_line,rl_HER_odds,rl_BVD_line,rl_BVD_odds,rl_BOL_line,rl_BOL_odds,tot_time,tot_PIN_line,tot_PIN_odds,tot_FD_line,tot_FD_odds,tot_HER_line,tot_HER_odds,tot_BVD_line,tot_BVD_odds,tot_BOL_line,tot_BOL_odds
20130101,00:31:19,away,MISSING,MISSING,,,,,,away,,,,,,,,,,,away,192,+100,191.5,-107,191.5,-110,192,-110,192,-110
20130101,00:31:19,away,MISSING,MISSING,,,,,,away,,,,,,,,,,,home,192,-110,191.5,-103,191.5,-110,192,-110,192,-110
20130101,00:31:19,away,MISSING,MISSING,,,,,,away,,,,,,,,,,,away,196.5,-110,197,-103,197,-110,197,-110,196.5,-110
20130101,00:31:19,away,MISSING,MISSING,,,,,,away,,,,,,,,,,,home,196.5,+100,197,-107,197,-110,197,-110,196.5,-110
20130101,00:31:19,away,MISSING,MISSING,,,,,,home,,,,,,.,,.,,,away,192,+100,191.5,-107,191.5,-110,192,-110,192,-110
20130101,00:31:19,away,MISSING,MISSING,,,,,,home,,,,,,.,,.,,,home,192,-110,191.5,-103,191.5,-110,192,-110,192,-110
20130101,00:31:19,away,MISSING,MISSING,,,,,,home,,,,,,.,,.,,,away,196.5,-110,197,-103,197,-110,197,-110,196.5,-110
20130101,00:31:19,away,MISSING,MISSING,,,,,,home,,,,,,.,,.,,,home,196.5,+100,197,-107,197,-110,197,-110,196.5,-110
20130101,00:31:19,away,MISSING,MISSING,,,,,,away,,,,,,,,,,,away,192,+100,191.5,-107,191.5,-110,192,-110,192,-110
20130101,00:31:19,away,MISSING,MISSING,,,,,,away,,,,,,,,,,,home,192,-110,191.5,-103,191.5,-110,192,-110,192,-110
20130101,00:31:19,away,MISSING,MISSING,,,,,,away,,,,,,,,,,,away,196.5,-110,197,-103,197,-110,197,-110,196.5,-110
20130101,00:31:19,away,MISSING,MISSING,,,,,,away,,,,,,,,,,,home,196.5,+100,197,-107,197,-110,197,-110,196.5,-110
20130101,00:31:19,away,MISSING,MISSING,,,,,,home,,,,,,.,,.,,,away,192,+100,191.5,-107,191.5,-110,192,-110,192,-110
20130101,00:31:19,away,MISSING,MISSING,,,,,,home,,,,,,.,,.,,,home,192,-110,191.5,-103,191.5,-110,192,-110,192,-110
20130101,00:31:19,away,MISSING,MISSING,,,,,,home,,,,,,.,,.,,,away,196.5,-110,197,-103,197,-110,197,-110,196.5,-110
20130101,00:31:19,away,MISSING,MISSING,,,,,,home,,,,,,.,,.,,,home,196.5,+100,197,-107,197,-110,197,-110,196.5,-110
