date,key,ml_BOL,ml_BVD,ml_FD,ml_HER,ml_PIN,ml_time,opp_team,rl_BOL_line,rl_BOL_odds,rl_BVD_line,rl_BVD_odds,rl_FD_line,rl_FD_odds,rl_HER_line,rl_HER_odds,rl_PIN_line,rl_PIN_odds,rl_time,team,tot_BOL_line,tot_BOL_odds,tot_BVD_line,tot_BVD_odds,tot_FD_line,tot_FD_odds,tot_HER_line,tot_HER_odds,tot_PIN_line,tot_PIN_odds,tot_time
23:33:02,20100101,,,+550,,+555,away,Atlanta,+11,-110,+11.5,-115,+11,-110,,,+11,-105,away,New York,205,-110,206,-105,205.5,-110,,,205,-110,away
23:33:02,20100101,,,-800,,,home,New York,-11,-110,-11.5,-105,-11,-110,,,-11,-105,home,Atlanta,205,-110,206,-115,205.5,-110,,,205,+100,home
23:33:02,20100101,-400,-400,-350,,-342,away,Minnesota,-8,-110,-8.5,-105,-8,-110,,,-8,-101,away,Orlando,202,-110,203,-110,,,,,202.5,-101,away
23:33:02,20100101,+300,+300,+290,,+299,home,Orlando,+8,-110,+8.5,-115,+8,-110,,,+8,-109,home,Minnesota,202,-110,203,-110,202.5,-110,,,,,home
23:33:02,20100101,,,,,+760,away,L.A. Lakers,+12,-110,+12,-110,+12,-110,,,+12,-102,away,Sacramento,211,-110,212,-105,211.5,-110,,,211,-109,away
23:33:02,20100101,,,,,-1000,home,Sacramento,-12,-110,-12,-110,-12,-110,,,-12,-108,home,L.A. Lakers,211,-110,212,-115,211.5,-110,,,211,-101,home
23:33:05,20100102,-600,,-600,,-575,away,Brooklyn,-10,-110,-10.5,-105,-10,-110,,,-10,-105,away,Cleveland,192,-110,192,-110,191.5,-110,,,192,+102,away
23:33:05,20100102,+400,,+450,,+480,home,Cleveland,+10,-110,+10.5,-115,+10,-110,,,+10,-105,home,Brooklyn,192,-110,192,-110,191.5,-110,,,192,-112,home
23:33:05,20100102,,,,,,away,MISSING,,,,,,,,,,,away,MISSING,187,-110,187,-110,187,-110,,,187,-105,away
23:33:05,20100102,,,,,,away,MISSING,,,,,,,,,,,away,MISSING,187,-110,187,-110,187,-110,,,187,-105,home
23:33:05,20100102,,,,,,away,MISSING,,,,.,,,,.,,,home,MISSING,187,-110,187,-110,187,-110,,,187,-105,away
23:33:05,20100102,,,,,,away,MISSING,,,,.,,,,.,,,home,MISSING,187,-110,187,-110,187,-110,,,187,-105,home
23:33:05,20100102,,.,,.,,home,MISSING,,,,,,,,,,,away,MISSING,187,-110,187,-110,187,-110,,,187,-105,away
23:33:05,20100102,,.,,.,,home,MISSING,,,,,,,,,,,away,MISSING,187,-110,187,-110,187,-110,,,187,-105,home
23:33:05,20100102,,.,,.,,home,MISSING,,,,.,,,,.,,,home,MISSING,187,-110,187,-110,187,-110,,,187,-105,away
23:33:05,20100102,,.,,.,,home,MISSING,,,,.,,,,.,,,home,MISSING,187,-110,187,-110,187,-110,,,187,-105,home
23:33:05,20100102,-260,-270,-270,,-260,away,Washington,-6,-110,-6.5,-105,-6,-110,,,-6,-111,away,San Antonio,203,-110,203,-110,202.5,-110,,,202.5,-103,away
23:33:05,20100102,+220,+230,+230,,+231,home,San Antonio,+6,-110,+6.5,-115,+6,-110,,,+6,+101,home,Washington,203,-110,203,-110,202.5,-110,,,202.5,-107,home
23:33:05,20100102,+170,+155,+165,,+170,away,Indiana,+4.5,-110,+4,-110,+4.5,-110,,,+4,+103,away,Minnesota,208,-110,208,-110,208,-110,,,208,-102,away
23:33:05,20100102,-200,-175,-190,,-189,home,Minnesota,-4.5,-110,-4,-110,-4.5,-110,,,-4,-113,home,Indiana,208,-110,208,-110,208,-110,,,208,-108,home
23:33:05,20100102,+130,+135,+130,,+134,away,Boston,+3,-110,+3,-105,+3,-110,,,+3,-103,away,Toronto,194.5,-110,194,-115,194.5,-110,,,194.5,-108,away
